time;Portata [Nm3/h];%CH4;LHV [kWh/Nm3];Pin [kW];;;
4162;365;60;5,964;298,2;;;
4163;365;60;5,964;298,2;;;
4164;365;60;5,964;298,2;;;
4165;365;60;5,964;298,2;;;
4166;365;60;5,964;298,2;;;
4167;365;60;5,964;298,2;;;
4168;365;60;5,964;298,2;;;
4169;365;60;5,964;298,2;;;
4170;365;60;5,964;298,2;;;
4171;365;60;5,964;298,2;;;
4172;365;60;5,964;298,2;;;
4173;365;60;5,964;298,2;;;
4174;365;60;5,964;298,2;;;
4175;365;60;5,964;298,2;;;
4176;365;60;5,964;298,2;;;
4177;365;60;5,964;298,2;;;
4178;365;60;5,964;298,2;;;
4179;365;60;5,964;298,2;;;
4180;365;60;5,964;298,2;;;
4181;365;60;5,964;298,2;;;
4182;365;60;5,964;298,2;;;
4183;365;60;5,964;298,2;;;
4184;365;60;5,964;298,2;;;
4185;365;60;5,964;298,2;;;
4186;365;60;5,964;298,2;;;
4187;365;60;5,964;298,2;;;
4188;365;60;5,964;298,2;;;
4189;365;60;5,964;298,2;;;
4190;365;60;5,964;298,2;;;
4191;365;60;5,964;298,2;;;
4192;365;60;5,964;298,2;;;
4193;365;60;5,964;298,2;;;
4194;365;60;5,964;298,2;;;
4195;365;60;5,964;298,2;;;
4196;365;60;5,964;298,2;;;
4197;365;60;5,964;298,2;;;
4198;365;60;5,964;298,2;;;
4199;365;60;5,964;298,2;;;
4200;365;60;5,964;298,2;;;
4201;365;60;5,964;298,2;;;
4202;365;60;5,964;298,2;;;
4203;365;60;5,964;298,2;;;
4204;365;60;5,964;298,2;;;
4205;365;60;5,964;298,2;;;
4206;365;60;5,964;298,2;;;
4207;365;60;5,964;298,2;;;
4208;365;60;5,964;298,2;;;
4209;365;60;5,964;298,2;;;
4210;365;60;5,964;298,2;;;
4211;365;60;5,964;298,2;;;
4212;365;60;5,964;298,2;;;
4213;365;60;5,964;298,2;;;
4214;365;60;5,964;298,2;;;
4215;365;60;5,964;298,2;;;
4216;365;60;5,964;298,2;;;
4217;365;60;5,964;298,2;;;
4218;365;60;5,964;298,2;;;
4219;365;60;5,964;298,2;;;
4220;365;60;5,964;298,2;;;
4221;365;60;5,964;298,2;;;
4222;365;60;5,964;298,2;;;
4223;365;60;5,964;298,2;;;
4224;365;60;5,964;298,2;;;
4225;365;60;5,964;298,2;;;
4226;365;60;5,964;298,2;;;
4227;365;60;5,964;298,2;;;
4228;365;60;5,964;298,2;;;
4229;365;60;5,964;298,2;;;
4230;365;60;5,964;298,2;;;
4231;365;60;5,964;298,2;;;
4232;365;60;5,964;298,2;;;
4233;365;60;5,964;298,2;;;
4234;365;60;5,964;298,2;;;
4235;365;60;5,964;298,2;;;
4236;365;60;5,964;298,2;;;
4237;365;60;5,964;298,2;;;
4238;365;60;5,964;298,2;;;
4239;365;60;5,964;298,2;;;
4240;365;60;5,964;298,2;;;
4241;365;60;5,964;298,2;;;
4242;365;60;5,964;298,2;;;
4243;365;60;5,964;298,2;;;
4244;365;60;5,964;298,2;;;
4245;365;60;5,964;298,2;;;
4246;365;60;5,964;298,2;;;
4247;365;60;5,964;298,2;;;
4248;365;60;5,964;298,2;;;
4249;365;60;5,964;298,2;;;
4250;365;60;5,964;298,2;;;
4251;365;60;5,964;298,2;;;
4252;365;60;5,964;298,2;;;
4253;365;60;5,964;298,2;;;
4254;365;60;5,964;298,2;;;
4255;365;60;5,964;298,2;;;
4256;365;60;5,964;298,2;;;
4257;365;60;5,964;298,2;;;
4258;365;60;5,964;298,2;;;
4259;365;60;5,964;298,2;;;
4260;365;60;5,964;298,2;;;
4261;365;60;5,964;298,2;;;
4262;365;60;5,964;298,2;;;
4263;365;60;5,964;298,2;;;
4264;365;60;5,964;298,2;;;
4265;365;60;5,964;298,2;;;
4266;365;60;5,964;298,2;;;
4267;365;60;5,964;298,2;;;
4268;365;60;5,964;298,2;;;
4269;365;60;5,964;298,2;;;
4270;365;60;5,964;298,2;;;
4271;365;60;5,964;298,2;;;
4272;365;60;5,964;298,2;;;
4273;365;60;5,964;298,2;;;
4274;365;60;5,964;298,2;;;
4275;365;60;5,964;298,2;;;
4276;365;60;5,964;298,2;;;
4277;365;60;5,964;298,2;;;
4278;365;60;5,964;298,2;;;
4279;365;60;5,964;298,2;;;
4280;365;60;5,964;298,2;;;
4281;365;60;5,964;298,2;;;
4282;365;60;5,964;298,2;;;
4283;365;60;5,964;298,2;;;
4284;365;60;5,964;298,2;;;
4285;365;60;5,964;298,2;;;
4286;365;60;5,964;298,2;;;
4287;365;60;5,964;298,2;;;
4288;365;60;5,964;298,2;;;
4289;365;60;5,964;298,2;;;
4290;365;60;5,964;298,2;;;
4291;365;60;5,964;298,2;;;
4292;365;60;5,964;298,2;;;
4293;365;60;5,964;298,2;;;
4294;365;60;5,964;298,2;;;
4295;365;60;5,964;298,2;;;
4296;365;60;5,964;298,2;;;
4297;365;60;5,964;298,2;;;
4298;365;60;5,964;298,2;;;
4299;365;60;5,964;298,2;;;
4300;365;60;5,964;298,2;;;
4301;365;60;5,964;298,2;;;
4302;365;60;5,964;298,2;;;
4303;365;60;5,964;298,2;;;
4304;365;60;5,964;298,2;;;
4305;365;60;5,964;298,2;;;
4306;365;60;5,964;298,2;;;
4307;365;60;5,964;298,2;;;
4308;365;60;5,964;298,2;;;
4309;365;60;5,964;298,2;;;
4310;365;60;5,964;298,2;;;
4311;365;60;5,964;298,2;;;
4312;365;60;5,964;298,2;;;
4313;365;60;5,964;298,2;;;
4314;365;60;5,964;298,2;;;
4315;365;60;5,964;298,2;;;
4316;365;60;5,964;298,2;;;
4317;365;60;5,964;298,2;;;
4318;365;60;5,964;298,2;;;
4319;365;60;5,964;298,2;;;
4320;365;60;5,964;298,2;;;
4321;365;60;5,964;298,2;;;
4322;365;60;5,964;298,2;;;
4323;365;60;5,964;298,2;;;
4324;365;60;5,964;298,2;;;
4325;365;60;5,964;298,2;;;
4326;365;60;5,964;298,2;;;
4327;365;60;5,964;298,2;;;
4328;365;60;5,964;298,2;;;
4329;365;60;5,964;298,2;;;
4330;365;60;5,964;298,2;;;
4331;365;60;5,964;298,2;;;
4332;365;60;5,964;298,2;;;
4333;365;60;5,964;298,2;;;
4334;365;60;5,964;298,2;;;
4335;365;60;5,964;298,2;;;
4336;365;60;5,964;298,2;;;
4337;365;60;5,964;298,2;;;
4338;365;60;5,964;298,2;;;
4339;365;60;5,964;298,2;;;
4340;365;60;5,964;298,2;;;
4341;365;60;5,964;298,2;;;
4342;365;60;5,964;298,2;;;
4343;365;60;5,964;298,2;;;
4344;365;60;5,964;298,2;;;
4345;337;60;5,964;298,2;;;
4346;337;60;5,964;298,2;;;
4347;337;60;5,964;298,2;;;
4348;337;60;5,964;298,2;;;
4349;337;60;5,964;298,2;;;
4350;337;60;5,964;298,2;;;
4351;337;60;5,964;298,2;;;
4352;337;60;5,964;298,2;;;
4353;337;60;5,964;298,2;;;
4354;337;60;5,964;298,2;;;
4355;337;60;5,964;298,2;;;
4356;337;60;5,964;298,2;;;
4357;337;60;5,964;298,2;;;
4358;337;60;5,964;298,2;;;
4359;337;60;5,964;298,2;;;
4360;337;60;5,964;298,2;;;
4361;337;60;5,964;298,2;;;
4362;337;60;5,964;298,2;;;
4363;337;60;5,964;298,2;;;
4364;337;60;5,964;298,2;;;
4365;337;60;5,964;298,2;;;
4366;337;60;5,964;298,2;;;
4367;337;60;5,964;298,2;;;
4368;337;60;5,964;298,2;;;
4369;337;60;5,964;298,2;;;
4370;337;60;5,964;298,2;;;
4371;337;60;5,964;298,2;;;
4372;337;60;5,964;298,2;;;
4373;337;60;5,964;298,2;;;
4374;337;60;5,964;298,2;;;
4375;337;60;5,964;298,2;;;
4376;337;60;5,964;298,2;;;
4377;337;60;5,964;298,2;;;
4378;337;60;5,964;298,2;;;
4379;337;60;5,964;298,2;;;
4380;337;60;5,964;298,2;;;
4381;337;60;5,964;298,2;;;
4382;337;60;5,964;298,2;;;
4383;337;60;5,964;298,2;;;
4384;337;60;5,964;298,2;;;
4385;337;60;5,964;298,2;;;
4386;337;60;5,964;298,2;;;
4387;337;60;5,964;298,2;;;
4388;337;60;5,964;298,2;;;
4389;337;60;5,964;298,2;;;
4390;337;60;5,964;298,2;;;
4391;337;60;5,964;298,2;;;
4392;337;60;5,964;298,2;;;
4393;337;60;5,964;298,2;;;
4394;337;60;5,964;298,2;;;
4395;337;60;5,964;298,2;;;
4396;337;60;5,964;298,2;;;
4397;337;60;5,964;298,2;;;
4398;337;60;5,964;298,2;;;
4399;337;60;5,964;298,2;;;
4400;337;60;5,964;298,2;;;
4401;337;60;5,964;298,2;;;
4402;337;60;5,964;298,2;;;
4403;337;60;5,964;298,2;;;
4404;337;60;5,964;298,2;;;
4405;337;60;5,964;298,2;;;
4406;337;60;5,964;298,2;;;
4407;337;60;5,964;298,2;;;
4408;337;60;5,964;298,2;;;
4409;337;60;5,964;298,2;;;
4410;337;60;5,964;298,2;;;
4411;337;60;5,964;298,2;;;
4412;337;60;5,964;298,2;;;
4413;337;60;5,964;298,2;;;
4414;337;60;5,964;298,2;;;
4415;337;60;5,964;298,2;;;
4416;337;60;5,964;298,2;;;
4417;337;60;5,964;298,2;;;
4418;337;60;5,964;298,2;;;
4419;337;60;5,964;298,2;;;
4420;337;60;5,964;298,2;;;
4421;337;60;5,964;298,2;;;
4422;337;60;5,964;298,2;;;
4423;337;60;5,964;298,2;;;
4424;337;60;5,964;298,2;;;
4425;337;60;5,964;298,2;;;
4426;337;60;5,964;298,2;;;
4427;337;60;5,964;298,2;;;
4428;337;60;5,964;298,2;;;
4429;337;60;5,964;298,2;;;
4430;337;60;5,964;298,2;;;
4431;337;60;5,964;298,2;;;
4432;337;60;5,964;298,2;;;
4433;337;60;5,964;298,2;;;
4434;337;60;5,964;298,2;;;
4435;337;60;5,964;298,2;;;
4436;337;60;5,964;298,2;;;
4437;337;60;5,964;298,2;;;
4438;337;60;5,964;298,2;;;
4439;337;60;5,964;298,2;;;
4440;337;60;5,964;298,2;;;
4441;337;60;5,964;298,2;;;
4442;337;60;5,964;298,2;;;
4443;337;60;5,964;298,2;;;
4444;337;60;5,964;298,2;;;
4445;337;60;5,964;298,2;;;
4446;337;60;5,964;298,2;;;
4447;337;60;5,964;298,2;;;
4448;337;60;5,964;298,2;;;
4449;337;60;5,964;298,2;;;
4450;337;60;5,964;298,2;;;
4451;337;60;5,964;298,2;;;
4452;337;60;5,964;298,2;;;
4453;337;60;5,964;298,2;;;
4454;337;60;5,964;298,2;;;
4455;337;60;5,964;298,2;;;
4456;337;60;5,964;298,2;;;
4457;337;60;5,964;298,2;;;
4458;337;60;5,964;298,2;;;
4459;337;60;5,964;298,2;;;
4460;337;60;5,964;298,2;;;
4461;337;60;5,964;298,2;;;
4462;337;60;5,964;298,2;;;
4463;337;60;5,964;298,2;;;
4464;337;60;5,964;298,2;;;
4465;337;60;5,964;298,2;;;
4466;337;60;5,964;298,2;;;
4467;337;60;5,964;298,2;;;
4468;337;60;5,964;298,2;;;
4469;337;60;5,964;298,2;;;
4470;337;60;5,964;298,2;;;
4471;337;60;5,964;298,2;;;
4472;337;60;5,964;298,2;;;
4473;337;60;5,964;298,2;;;
4474;337;60;5,964;298,2;;;
4475;337;60;5,964;298,2;;;
4476;337;60;5,964;298,2;;;
4477;337;60;5,964;298,2;;;
4478;337;60;5,964;298,2;;;
4479;337;60;5,964;298,2;;;
4480;337;60;5,964;298,2;;;
4481;337;60;5,964;298,2;;;
4482;337;60;5,964;298,2;;;
4483;337;60;5,964;298,2;;;
4484;337;60;5,964;298,2;;;
4485;337;60;5,964;298,2;;;
4486;337;60;5,964;298,2;;;
4487;337;60;5,964;298,2;;;
4488;337;60;5,964;298,2;;;
4489;337;60;5,964;298,2;;;
4490;337;60;5,964;298,2;;;
4491;337;60;5,964;298,2;;;
4492;337;60;5,964;298,2;;;
4493;337;60;5,964;298,2;;;
4494;337;60;5,964;298,2;;;
4495;337;60;5,964;298,2;;;
4496;337;60;5,964;298,2;;;
4497;337;60;5,964;298,2;;;
4498;337;60;5,964;298,2;;;
4499;337;60;5,964;298,2;;;
4500;337;60;5,964;298,2;;;
4501;337;60;5,964;298,2;;;
4502;337;60;5,964;298,2;;;
4503;337;60;5,964;298,2;;;
4504;337;60;5,964;298,2;;;
4505;337;60;5,964;298,2;;;
4506;337;60;5,964;298,2;;;
4507;337;60;5,964;298,2;;;
4508;337;60;5,964;298,2;;;
4509;337;60;5,964;298,2;;;
4510;337;60;5,964;298,2;;;
4511;337;60;5,964;298,2;;;
4512;337;60;5,964;298,2;;;
4513;337;60;5,964;298,2;;;
4514;337;60;5,964;298,2;;;
4515;337;60;5,964;298,2;;;
4516;337;60;5,964;298,2;;;
4517;337;60;5,964;298,2;;;
4518;337;60;5,964;298,2;;;
4519;337;60;5,964;298,2;;;
4520;337;60;5,964;298,2;;;
4521;337;60;5,964;298,2;;;
4522;337;60;5,964;298,2;;;
4523;337;60;5,964;298,2;;;
4524;337;60;5,964;298,2;;;
4525;337;60;5,964;298,2;;;
4526;337;60;5,964;298,2;;;
4527;337;60;5,964;298,2;;;
4528;337;60;5,964;298,2;;;
4529;337;60;5,964;298,2;;;
4530;337;60;5,964;298,2;;;
4531;337;60;5,964;298,2;;;
4532;337;60;5,964;298,2;;;
4533;337;60;5,964;298,2;;;
4534;337;60;5,964;298,2;;;
4535;337;60;5,964;298,2;;;
4536;337;60;5,964;298,2;;;
4537;337;60;5,964;298,2;;;
4538;337;60;5,964;298,2;;;
4539;337;60;5,964;298,2;;;
4540;337;60;5,964;298,2;;;
4541;337;60;5,964;298,2;;;
4542;337;60;5,964;298,2;;;
4543;337;60;5,964;298,2;;;
4544;337;60;5,964;298,2;;;
4545;337;60;5,964;298,2;;;
4546;337;60;5,964;298,2;;;
4547;337;60;5,964;298,2;;;
4548;337;60;5,964;298,2;;;
4549;337;60;5,964;298,2;;;
4550;337;60;5,964;298,2;;;
4551;337;60;5,964;298,2;;;
4552;337;60;5,964;298,2;;;
4553;337;60;5,964;298,2;;;
4554;337;60;5,964;298,2;;;
4555;337;60;5,964;298,2;;;
4556;337;60;5,964;298,2;;;
4557;337;60;5,964;298,2;;;
4558;337;60;5,964;298,2;;;
4559;337;60;5,964;298,2;;;
4560;337;60;5,964;298,2;;;
4561;337;60;5,964;298,2;;;
4562;337;60;5,964;298,2;;;
4563;337;60;5,964;298,2;;;
4564;337;60;5,964;298,2;;;
4565;337;60;5,964;298,2;;;
4566;337;60;5,964;298,2;;;
4567;337;60;5,964;298,2;;;
4568;337;60;5,964;298,2;;;
4569;337;60;5,964;298,2;;;
4570;337;60;5,964;298,2;;;
4571;337;60;5,964;298,2;;;
4572;337;60;5,964;298,2;;;
4573;337;60;5,964;298,2;;;
4574;337;60;5,964;298,2;;;
4575;337;60;5,964;298,2;;;
4576;337;60;5,964;298,2;;;
4577;337;60;5,964;298,2;;;
4578;337;60;5,964;298,2;;;
4579;337;60;5,964;298,2;;;
4580;337;60;5,964;298,2;;;
4581;337;60;5,964;298,2;;;
4582;337;60;5,964;298,2;;;
4583;337;60;5,964;298,2;;;
4584;337;60;5,964;298,2;;;
4585;337;60;5,964;298,2;;;
4586;337;60;5,964;298,2;;;
4587;337;60;5,964;298,2;;;
4588;337;60;5,964;298,2;;;
4589;337;60;5,964;298,2;;;
4590;337;60;5,964;298,2;;;
4591;337;60;5,964;298,2;;;
4592;337;60;5,964;298,2;;;
4593;337;60;5,964;298,2;;;
4594;337;60;5,964;298,2;;;
4595;337;60;5,964;298,2;;;
4596;337;60;5,964;298,2;;;
4597;337;60;5,964;298,2;;;
4598;337;60;5,964;298,2;;;
4599;337;60;5,964;298,2;;;
4600;337;60;5,964;298,2;;;
4601;337;60;5,964;298,2;;;
4602;337;60;5,964;298,2;;;
4603;337;60;5,964;298,2;;;
4604;337;60;5,964;298,2;;;
4605;337;60;5,964;298,2;;;
4606;337;60;5,964;298,2;;;
4607;337;60;5,964;298,2;;;
4608;337;60;5,964;298,2;;;
4609;337;60;5,964;298,2;;;
4610;337;60;5,964;298,2;;;
4611;337;60;5,964;298,2;;;
4612;337;60;5,964;298,2;;;
4613;337;60;5,964;298,2;;;
4614;337;60;5,964;298,2;;;
4615;337;60;5,964;298,2;;;
4616;337;60;5,964;298,2;;;
4617;337;60;5,964;298,2;;;
4618;337;60;5,964;298,2;;;
4619;337;60;5,964;298,2;;;
4620;337;60;5,964;298,2;;;
4621;337;60;5,964;298,2;;;
4622;337;60;5,964;298,2;;;
4623;337;60;5,964;298,2;;;
4624;337;60;5,964;298,2;;;
4625;337;60;5,964;298,2;;;
4626;337;60;5,964;298,2;;;
4627;337;60;5,964;298,2;;;
4628;337;60;5,964;298,2;;;
4629;337;60;5,964;298,2;;;
4630;337;60;5,964;298,2;;;
4631;337;60;5,964;298,2;;;
4632;337;60;5,964;298,2;;;
4633;337;60;5,964;298,2;;;
4634;337;60;5,964;298,2;;;
4635;337;60;5,964;298,2;;;
4636;337;60;5,964;298,2;;;
4637;337;60;5,964;298,2;;;
4638;337;60;5,964;298,2;;;
4639;337;60;5,964;298,2;;;
4640;337;60;5,964;298,2;;;
4641;337;60;5,964;298,2;;;
4642;337;60;5,964;298,2;;;
4643;337;60;5,964;298,2;;;
4644;337;60;5,964;298,2;;;
4645;337;60;5,964;298,2;;;
4646;337;60;5,964;298,2;;;
4647;337;60;5,964;298,2;;;
4648;337;60;5,964;298,2;;;
4649;337;60;5,964;298,2;;;
4650;337;60;5,964;298,2;;;
4651;337;60;5,964;298,2;;;
4652;337;60;5,964;298,2;;;
4653;337;60;5,964;298,2;;;
4654;337;60;5,964;298,2;;;
4655;337;60;5,964;298,2;;;
4656;337;60;5,964;298,2;;;
4657;337;60;5,964;298,2;;;
4658;337;60;5,964;298,2;;;
4659;337;60;5,964;298,2;;;
4660;337;60;5,964;298,2;;;
4661;337;60;5,964;298,2;;;
4662;337;60;5,964;298,2;;;
4663;337;60;5,964;298,2;;;
4664;337;60;5,964;298,2;;;
4665;337;60;5,964;298,2;;;
4666;337;60;5,964;298,2;;;
4667;337;60;5,964;298,2;;;
4668;337;60;5,964;298,2;;;
4669;337;60;5,964;298,2;;;
4670;337;60;5,964;298,2;;;
4671;337;60;5,964;298,2;;;
4672;337;60;5,964;298,2;;;
4673;337;60;5,964;298,2;;;
4674;337;60;5,964;298,2;;;
4675;337;60;5,964;298,2;;;
4676;337;60;5,964;298,2;;;
4677;337;60;5,964;298,2;;;
4678;337;60;5,964;298,2;;;
4679;337;60;5,964;298,2;;;
4680;337;60;5,964;298,2;;;
4681;337;60;5,964;298,2;;;
4682;337;60;5,964;298,2;;;
4683;337;60;5,964;298,2;;;
4684;337;60;5,964;298,2;;;
4685;337;60;5,964;298,2;;;
4686;337;60;5,964;298,2;;;
4687;337;60;5,964;298,2;;;
4688;337;60;5,964;298,2;;;
4689;337;60;5,964;298,2;;;
4690;337;60;5,964;298,2;;;
4691;337;60;5,964;298,2;;;
4692;337;60;5,964;298,2;;;
4693;337;60;5,964;298,2;;;
4694;337;60;5,964;298,2;;;
4695;337;60;5,964;298,2;;;
4696;337;60;5,964;298,2;;;
4697;337;60;5,964;298,2;;;
4698;337;60;5,964;298,2;;;
4699;337;60;5,964;298,2;;;
4700;337;60;5,964;298,2;;;
4701;337;60;5,964;298,2;;;
4702;337;60;5,964;298,2;;;
4703;337;60;5,964;298,2;;;
4704;337;60;5,964;298,2;;;
4705;337;60;5,964;298,2;;;
4706;337;60;5,964;298,2;;;
4707;337;60;5,964;298,2;;;
4708;337;60;5,964;298,2;;;
4709;337;60;5,964;298,2;;;
4710;337;60;5,964;298,2;;;
4711;337;60;5,964;298,2;;;
4712;337;60;5,964;298,2;;;
4713;337;60;5,964;298,2;;;
4714;337;60;5,964;298,2;;;
4715;337;60;5,964;298,2;;;
4716;337;60;5,964;298,2;;;
4717;337;60;5,964;298,2;;;
4718;337;60;5,964;298,2;;;
4719;337;60;5,964;298,2;;;
4720;337;60;5,964;298,2;;;
4721;337;60;5,964;298,2;;;
4722;337;60;5,964;298,2;;;
4723;337;60;5,964;298,2;;;
4724;337;60;5,964;298,2;;;
4725;337;60;5,964;298,2;;;
4726;337;60;5,964;298,2;;;
4727;337;60;5,964;298,2;;;
4728;337;60;5,964;298,2;;;
4729;337;60;5,964;298,2;;;
4730;337;60;5,964;298,2;;;
4731;337;60;5,964;298,2;;;
4732;337;60;5,964;298,2;;;
4733;337;60;5,964;298,2;;;
4734;337;60;5,964;298,2;;;
4735;337;60;5,964;298,2;;;
4736;337;60;5,964;298,2;;;
4737;337;60;5,964;298,2;;;
4738;337;60;5,964;298,2;;;
4739;337;60;5,964;298,2;;;
4740;337;60;5,964;298,2;;;
4741;337;60;5,964;298,2;;;
4742;337;60;5,964;298,2;;;
4743;337;60;5,964;298,2;;;
4744;337;60;5,964;298,2;;;
4745;337;60;5,964;298,2;;;
4746;337;60;5,964;298,2;;;
4747;337;60;5,964;298,2;;;
4748;337;60;5,964;298,2;;;
4749;337;60;5,964;298,2;;;
4750;337;60;5,964;298,2;;;
4751;337;60;5,964;298,2;;;
4752;337;60;5,964;298,2;;;
4753;337;60;5,964;298,2;;;
4754;337;60;5,964;298,2;;;
4755;337;60;5,964;298,2;;;
4756;337;60;5,964;298,2;;;
4757;337;60;5,964;298,2;;;
4758;337;60;5,964;298,2;;;
4759;337;60;5,964;298,2;;;
4760;337;60;5,964;298,2;;;
4761;337;60;5,964;298,2;;;
4762;337;60;5,964;298,2;;;
4763;337;60;5,964;298,2;;;
4764;337;60;5,964;298,2;;;
4765;337;60;5,964;298,2;;;
4766;337;60;5,964;298,2;;;
4767;337;60;5,964;298,2;;;
4768;337;60;5,964;298,2;;;
4769;337;60;5,964;298,2;;;
4770;337;60;5,964;298,2;;;
4771;337;60;5,964;298,2;;;
4772;337;60;5,964;298,2;;;
4773;337;60;5,964;298,2;;;
4774;337;60;5,964;298,2;;;
4775;337;60;5,964;298,2;;;
4776;337;60;5,964;298,2;;;
4777;337;60;5,964;298,2;;;
4778;337;60;5,964;298,2;;;
4779;337;60;5,964;298,2;;;
4780;337;60;5,964;298,2;;;
4781;337;60;5,964;298,2;;;
4782;337;60;5,964;298,2;;;
4783;337;60;5,964;298,2;;;
4784;337;60;5,964;298,2;;;
4785;337;60;5,964;298,2;;;
4786;337;60;5,964;298,2;;;
4787;337;60;5,964;298,2;;;
4788;337;60;5,964;298,2;;;
4789;337;60;5,964;298,2;;;
4790;337;60;5,964;298,2;;;
4791;337;60;5,964;298,2;;;
4792;337;60;5,964;298,2;;;
4793;337;60;5,964;298,2;;;
4794;337;60;5,964;298,2;;;
4795;337;60;5,964;298,2;;;
4796;337;60;5,964;298,2;;;
4797;337;60;5,964;298,2;;;
4798;337;60;5,964;298,2;;;
4799;337;60;5,964;298,2;;;
4800;337;60;5,964;298,2;;;
4801;337;60;5,964;298,2;;;
4802;337;60;5,964;298,2;;;
4803;337;60;5,964;298,2;;;
4804;337;60;5,964;298,2;;;
4805;337;60;5,964;298,2;;;
4806;337;60;5,964;298,2;;;
4807;337;60;5,964;298,2;;;
4808;337;60;5,964;298,2;;;
4809;337;60;5,964;298,2;;;
4810;337;60;5,964;298,2;;;
4811;337;60;5,964;298,2;;;
4812;337;60;5,964;298,2;;;
4813;337;60;5,964;298,2;;;
4814;337;60;5,964;298,2;;;
4815;337;60;5,964;298,2;;;
4816;337;60;5,964;298,2;;;
4817;337;60;5,964;298,2;;;
4818;337;60;5,964;298,2;;;
4819;337;60;5,964;298,2;;;
4820;337;60;5,964;298,2;;;
4821;337;60;5,964;298,2;;;
4822;337;60;5,964;298,2;;;
4823;337;60;5,964;298,2;;;
4824;337;60;5,964;298,2;;;
4825;337;60;5,964;298,2;;;
4826;337;60;5,964;298,2;;;
4827;337;60;5,964;298,2;;;
4828;337;60;5,964;298,2;;;
4829;337;60;5,964;298,2;;;
4830;337;60;5,964;298,2;;;
4831;337;60;5,964;298,2;;;
4832;337;60;5,964;298,2;;;
4833;337;60;5,964;298,2;;;
4834;337;60;5,964;298,2;;;
4835;337;60;5,964;298,2;;;
4836;337;60;5,964;298,2;;;
4837;337;60;5,964;298,2;;;
4838;337;60;5,964;298,2;;;
4839;337;60;5,964;298,2;;;
4840;337;60;5,964;298,2;;;
4841;337;60;5,964;298,2;;;
4842;337;60;5,964;298,2;;;
4843;337;60;5,964;298,2;;;
4844;337;60;5,964;298,2;;;
4845;337;60;5,964;298,2;;;
4846;337;60;5,964;298,2;;;
4847;337;60;5,964;298,2;;;
4848;337;60;5,964;298,2;;;
4849;337;60;5,964;298,2;;;
4850;337;60;5,964;298,2;;;
4851;337;60;5,964;298,2;;;
4852;337;60;5,964;298,2;;;
4853;337;60;5,964;298,2;;;
4854;337;60;5,964;298,2;;;
4855;337;60;5,964;298,2;;;
4856;337;60;5,964;298,2;;;
4857;337;60;5,964;298,2;;;
4858;337;60;5,964;298,2;;;
4859;337;60;5,964;298,2;;;
4860;337;60;5,964;298,2;;;
4861;337;60;5,964;298,2;;;
4862;337;60;5,964;298,2;;;
4863;337;60;5,964;298,2;;;
4864;337;60;5,964;298,2;;;
4865;337;60;5,964;298,2;;;
4866;337;60;5,964;298,2;;;
4867;337;60;5,964;298,2;;;
4868;337;60;5,964;298,2;;;
4869;337;60;5,964;298,2;;;
4870;337;60;5,964;298,2;;;
4871;337;60;5,964;298,2;;;
4872;337;60;5,964;298,2;;;
4873;337;60;5,964;298,2;;;
4874;337;60;5,964;298,2;;;
4875;337;60;5,964;298,2;;;
4876;337;60;5,964;298,2;;;
4877;337;60;5,964;298,2;;;
4878;337;60;5,964;298,2;;;
4879;337;60;5,964;298,2;;;
4880;337;60;5,964;298,2;;;
4881;337;60;5,964;298,2;;;
4882;337;60;5,964;298,2;;;
4883;337;60;5,964;298,2;;;
4884;337;60;5,964;298,2;;;
4885;337;60;5,964;298,2;;;
4886;337;60;5,964;298,2;;;
4887;337;60;5,964;298,2;;;
4888;337;60;5,964;298,2;;;
4889;337;60;5,964;298,2;;;
4890;337;60;5,964;298,2;;;
4891;337;60;5,964;298,2;;;
4892;337;60;5,964;298,2;;;
4893;337;60;5,964;298,2;;;
4894;337;60;5,964;298,2;;;
4895;337;60;5,964;298,2;;;
4896;337;60;5,964;298,2;;;
4897;337;60;5,964;298,2;;;
4898;337;60;5,964;298,2;;;
4899;337;60;5,964;298,2;;;
4900;337;60;5,964;298,2;;;
4901;337;60;5,964;298,2;;;
4902;337;60;5,964;298,2;;;
4903;337;60;5,964;298,2;;;
4904;337;60;5,964;298,2;;;
4905;337;60;5,964;298,2;;;
4906;337;60;5,964;298,2;;;
4907;337;60;5,964;298,2;;;
4908;337;60;5,964;298,2;;;
4909;337;60;5,964;298,2;;;
4910;337;60;5,964;298,2;;;
4911;337;60;5,964;298,2;;;
4912;337;60;5,964;298,2;;;
4913;337;60;5,964;298,2;;;
4914;337;60;5,964;298,2;;;
4915;337;60;5,964;298,2;;;
4916;337;60;5,964;298,2;;;
4917;337;60;5,964;298,2;;;
4918;337;60;5,964;298,2;;;
4919;337;60;5,964;298,2;;;
4920;337;60;5,964;298,2;;;
4921;337;60;5,964;298,2;;;
4922;337;60;5,964;298,2;;;
4923;337;60;5,964;298,2;;;
4924;337;60;5,964;298,2;;;
4925;337;60;5,964;298,2;;;
4926;337;60;5,964;298,2;;;
4927;337;60;5,964;298,2;;;
4928;337;60;5,964;298,2;;;
4929;337;60;5,964;298,2;;;
4930;337;60;5,964;298,2;;;
4931;337;60;5,964;298,2;;;
4932;337;60;5,964;298,2;;;
4933;337;60;5,964;298,2;;;
4934;337;60;5,964;298,2;;;
4935;337;60;5,964;298,2;;;
4936;337;60;5,964;298,2;;;
