time;Portata [Nm3/h];%CH4;LHV [kWh/Nm3];Pin [kW];;;
2181;243;60;5,964;298,2;;;
2182;243;60;5,964;298,2;;;
2183;243;60;5,964;298,2;;;
2184;243;60;5,964;298,2;;;
2185;243;60;5,964;298,2;;;
2186;243;60;5,964;298,2;;;
2187;243;60;5,964;298,2;;;
2188;243;60;5,964;298,2;;;
2189;243;60;5,964;298,2;;;
2190;243;60;5,964;298,2;;;
2191;243;60;5,964;298,2;;;
2192;243;60;5,964;298,2;;;
2193;243;60;5,964;298,2;;;
2194;243;60;5,964;298,2;;;
2195;243;60;5,964;298,2;;;
2196;243;60;5,964;298,2;;;
2197;243;60;5,964;298,2;;;
2198;243;60;5,964;298,2;;;
2199;243;60;5,964;298,2;;;
2200;243;60;5,964;298,2;;;
2201;243;60;5,964;298,2;;;
2202;243;60;5,964;298,2;;;
2203;243;60;5,964;298,2;;;
2204;243;60;5,964;298,2;;;
2205;243;60;5,964;298,2;;;
2206;243;60;5,964;298,2;;;
2207;243;60;5,964;298,2;;;
2208;243;60;5,964;298,2;;;
2209;243;60;5,964;298,2;;;
2210;243;60;5,964;298,2;;;
2211;243;60;5,964;298,2;;;
2212;243;60;5,964;298,2;;;
2213;243;60;5,964;298,2;;;
2214;243;60;5,964;298,2;;;
2215;243;60;5,964;298,2;;;
2216;243;60;5,964;298,2;;;
2217;243;60;5,964;298,2;;;
2218;243;60;5,964;298,2;;;
2219;243;60;5,964;298,2;;;
2220;243;60;5,964;298,2;;;
2221;243;60;5,964;298,2;;;
2222;243;60;5,964;298,2;;;
2223;243;60;5,964;298,2;;;
2224;243;60;5,964;298,2;;;
2225;243;60;5,964;298,2;;;
2226;243;60;5,964;298,2;;;
2227;243;60;5,964;298,2;;;
2228;243;60;5,964;298,2;;;
2229;243;60;5,964;298,2;;;
2230;243;60;5,964;298,2;;;
2231;243;60;5,964;298,2;;;
2232;243;60;5,964;298,2;;;
2233;243;60;5,964;298,2;;;
2234;243;60;5,964;298,2;;;
2235;243;60;5,964;298,2;;;
2236;243;60;5,964;298,2;;;
2237;243;60;5,964;298,2;;;
2238;243;60;5,964;298,2;;;
2239;243;60;5,964;298,2;;;
2240;243;60;5,964;298,2;;;
2241;243;60;5,964;298,2;;;
2242;243;60;5,964;298,2;;;
2243;243;60;5,964;298,2;;;
2244;243;60;5,964;298,2;;;
2245;243;60;5,964;298,2;;;
2246;243;60;5,964;298,2;;;
2247;243;60;5,964;298,2;;;
2248;243;60;5,964;298,2;;;
2249;243;60;5,964;298,2;;;
2250;243;60;5,964;298,2;;;
2251;243;60;5,964;298,2;;;
2252;243;60;5,964;298,2;;;
2253;243;60;5,964;298,2;;;
2254;243;60;5,964;298,2;;;
2255;243;60;5,964;298,2;;;
2256;243;60;5,964;298,2;;;
2257;243;60;5,964;298,2;;;
2258;243;60;5,964;298,2;;;
2259;243;60;5,964;298,2;;;
2260;243;60;5,964;298,2;;;
2261;243;60;5,964;298,2;;;
2262;243;60;5,964;298,2;;;
2263;243;60;5,964;298,2;;;
2264;243;60;5,964;298,2;;;
2265;243;60;5,964;298,2;;;
2266;243;60;5,964;298,2;;;
2267;243;60;5,964;298,2;;;
2268;243;60;5,964;298,2;;;
2269;243;60;5,964;298,2;;;
2270;243;60;5,964;298,2;;;
2271;243;60;5,964;298,2;;;
2272;243;60;5,964;298,2;;;
2273;243;60;5,964;298,2;;;
2274;243;60;5,964;298,2;;;
2275;243;60;5,964;298,2;;;
2276;243;60;5,964;298,2;;;
2277;243;60;5,964;298,2;;;
2278;243;60;5,964;298,2;;;
2279;243;60;5,964;298,2;;;
2280;243;60;5,964;298,2;;;
2281;243;60;5,964;298,2;;;
2282;243;60;5,964;298,2;;;
2283;243;60;5,964;298,2;;;
2284;243;60;5,964;298,2;;;
2285;243;60;5,964;298,2;;;
2286;243;60;5,964;298,2;;;
2287;243;60;5,964;298,2;;;
2288;243;60;5,964;298,2;;;
2289;243;60;5,964;298,2;;;
2290;243;60;5,964;298,2;;;
2291;243;60;5,964;298,2;;;
2292;243;60;5,964;298,2;;;
2293;243;60;5,964;298,2;;;
2294;243;60;5,964;298,2;;;
2295;243;60;5,964;298,2;;;
2296;243;60;5,964;298,2;;;
2297;243;60;5,964;298,2;;;
2298;243;60;5,964;298,2;;;
2299;243;60;5,964;298,2;;;
2300;243;60;5,964;298,2;;;
2301;243;60;5,964;298,2;;;
2302;243;60;5,964;298,2;;;
2303;243;60;5,964;298,2;;;
2304;243;60;5,964;298,2;;;
2305;243;60;5,964;298,2;;;
2306;243;60;5,964;298,2;;;
2307;243;60;5,964;298,2;;;
2308;243;60;5,964;298,2;;;
2309;243;60;5,964;298,2;;;
2310;243;60;5,964;298,2;;;
2311;243;60;5,964;298,2;;;
2312;243;60;5,964;298,2;;;
2313;243;60;5,964;298,2;;;
2314;243;60;5,964;298,2;;;
2315;243;60;5,964;298,2;;;
2316;243;60;5,964;298,2;;;
2317;243;60;5,964;298,2;;;
2318;243;60;5,964;298,2;;;
2319;243;60;5,964;298,2;;;
2320;243;60;5,964;298,2;;;
2321;243;60;5,964;298,2;;;
2322;243;60;5,964;298,2;;;
2323;243;60;5,964;298,2;;;
2324;243;60;5,964;298,2;;;
2325;243;60;5,964;298,2;;;
2326;243;60;5,964;298,2;;;
2327;243;60;5,964;298,2;;;
2328;243;60;5,964;298,2;;;
2329;243;60;5,964;298,2;;;
2330;243;60;5,964;298,2;;;
2331;243;60;5,964;298,2;;;
2332;243;60;5,964;298,2;;;
2333;243;60;5,964;298,2;;;
2334;243;60;5,964;298,2;;;
2335;243;60;5,964;298,2;;;
2336;243;60;5,964;298,2;;;
2337;243;60;5,964;298,2;;;
2338;243;60;5,964;298,2;;;
2339;243;60;5,964;298,2;;;
2340;243;60;5,964;298,2;;;
2341;243;60;5,964;298,2;;;
2342;243;60;5,964;298,2;;;
2343;243;60;5,964;298,2;;;
2344;243;60;5,964;298,2;;;
2345;243;60;5,964;298,2;;;
2346;243;60;5,964;298,2;;;
2347;243;60;5,964;298,2;;;
2348;243;60;5,964;298,2;;;
2349;243;60;5,964;298,2;;;
2350;243;60;5,964;298,2;;;
2351;243;60;5,964;298,2;;;
2352;243;60;5,964;298,2;;;
2353;243;60;5,964;298,2;;;
2354;243;60;5,964;298,2;;;
2355;243;60;5,964;298,2;;;
2356;243;60;5,964;298,2;;;
2357;243;60;5,964;298,2;;;
2358;243;60;5,964;298,2;;;
2359;243;60;5,964;298,2;;;
2360;243;60;5,964;298,2;;;
2361;243;60;5,964;298,2;;;
2362;243;60;5,964;298,2;;;
2363;243;60;5,964;298,2;;;
2364;243;60;5,964;298,2;;;
2365;243;60;5,964;298,2;;;
2366;243;60;5,964;298,2;;;
2367;243;60;5,964;298,2;;;
2368;243;60;5,964;298,2;;;
2369;243;60;5,964;298,2;;;
2370;243;60;5,964;298,2;;;
2371;243;60;5,964;298,2;;;
2372;243;60;5,964;298,2;;;
2373;243;60;5,964;298,2;;;
2374;243;60;5,964;298,2;;;
2375;243;60;5,964;298,2;;;
2376;243;60;5,964;298,2;;;
2377;243;60;5,964;298,2;;;
2378;243;60;5,964;298,2;;;
2379;243;60;5,964;298,2;;;
2380;243;60;5,964;298,2;;;
2381;243;60;5,964;298,2;;;
2382;243;60;5,964;298,2;;;
2383;243;60;5,964;298,2;;;
2384;243;60;5,964;298,2;;;
2385;243;60;5,964;298,2;;;
2386;243;60;5,964;298,2;;;
2387;243;60;5,964;298,2;;;
2388;243;60;5,964;298,2;;;
2389;243;60;5,964;298,2;;;
2390;243;60;5,964;298,2;;;
2391;243;60;5,964;298,2;;;
2392;243;60;5,964;298,2;;;
2393;243;60;5,964;298,2;;;
2394;243;60;5,964;298,2;;;
2395;243;60;5,964;298,2;;;
2396;243;60;5,964;298,2;;;
2397;243;60;5,964;298,2;;;
2398;243;60;5,964;298,2;;;
2399;243;60;5,964;298,2;;;
2400;243;60;5,964;298,2;;;
2401;243;60;5,964;298,2;;;
2402;243;60;5,964;298,2;;;
2403;243;60;5,964;298,2;;;
2404;243;60;5,964;298,2;;;
2405;243;60;5,964;298,2;;;
2406;243;60;5,964;298,2;;;
2407;243;60;5,964;298,2;;;
2408;243;60;5,964;298,2;;;
2409;243;60;5,964;298,2;;;
2410;243;60;5,964;298,2;;;
2411;243;60;5,964;298,2;;;
2412;243;60;5,964;298,2;;;
2413;243;60;5,964;298,2;;;
2414;243;60;5,964;298,2;;;
2415;243;60;5,964;298,2;;;
2416;243;60;5,964;298,2;;;
2417;243;60;5,964;298,2;;;
2418;243;60;5,964;298,2;;;
2419;243;60;5,964;298,2;;;
2420;243;60;5,964;298,2;;;
2421;243;60;5,964;298,2;;;
2422;243;60;5,964;298,2;;;
2423;243;60;5,964;298,2;;;
2424;243;60;5,964;298,2;;;
2425;243;60;5,964;298,2;;;
2426;243;60;5,964;298,2;;;
2427;243;60;5,964;298,2;;;
2428;243;60;5,964;298,2;;;
2429;243;60;5,964;298,2;;;
2430;243;60;5,964;298,2;;;
2431;243;60;5,964;298,2;;;
2432;243;60;5,964;298,2;;;
2433;243;60;5,964;298,2;;;
2434;243;60;5,964;298,2;;;
2435;243;60;5,964;298,2;;;
2436;243;60;5,964;298,2;;;
2437;243;60;5,964;298,2;;;
2438;243;60;5,964;298,2;;;
2439;243;60;5,964;298,2;;;
2440;243;60;5,964;298,2;;;
2441;243;60;5,964;298,2;;;
2442;243;60;5,964;298,2;;;
2443;243;60;5,964;298,2;;;
2444;243;60;5,964;298,2;;;
2445;243;60;5,964;298,2;;;
2446;243;60;5,964;298,2;;;
2447;243;60;5,964;298,2;;;
2448;243;60;5,964;298,2;;;
2449;243;60;5,964;298,2;;;
2450;243;60;5,964;298,2;;;
2451;243;60;5,964;298,2;;;
2452;243;60;5,964;298,2;;;
2453;243;60;5,964;298,2;;;
2454;243;60;5,964;298,2;;;
2455;243;60;5,964;298,2;;;
2456;243;60;5,964;298,2;;;
2457;243;60;5,964;298,2;;;
2458;243;60;5,964;298,2;;;
2459;243;60;5,964;298,2;;;
2460;243;60;5,964;298,2;;;
2461;243;60;5,964;298,2;;;
2462;243;60;5,964;298,2;;;
2463;243;60;5,964;298,2;;;
2464;243;60;5,964;298,2;;;
2465;243;60;5,964;298,2;;;
2466;243;60;5,964;298,2;;;
2467;243;60;5,964;298,2;;;
2468;243;60;5,964;298,2;;;
2469;243;60;5,964;298,2;;;
2470;243;60;5,964;298,2;;;
2471;243;60;5,964;298,2;;;
2472;243;60;5,964;298,2;;;
2473;243;60;5,964;298,2;;;
2474;243;60;5,964;298,2;;;
2475;243;60;5,964;298,2;;;
2476;243;60;5,964;298,2;;;
2477;243;60;5,964;298,2;;;
2478;243;60;5,964;298,2;;;
2479;243;60;5,964;298,2;;;
2480;243;60;5,964;298,2;;;
2481;243;60;5,964;298,2;;;
2482;243;60;5,964;298,2;;;
2483;243;60;5,964;298,2;;;
2484;243;60;5,964;298,2;;;
2485;243;60;5,964;298,2;;;
2486;243;60;5,964;298,2;;;
2487;243;60;5,964;298,2;;;
2488;243;60;5,964;298,2;;;
2489;243;60;5,964;298,2;;;
2490;243;60;5,964;298,2;;;
2491;243;60;5,964;298,2;;;
2492;243;60;5,964;298,2;;;
2493;243;60;5,964;298,2;;;
2494;243;60;5,964;298,2;;;
2495;243;60;5,964;298,2;;;
2496;243;60;5,964;298,2;;;
2497;243;60;5,964;298,2;;;
2498;243;60;5,964;298,2;;;
2499;243;60;5,964;298,2;;;
2500;243;60;5,964;298,2;;;
2501;243;60;5,964;298,2;;;
2502;243;60;5,964;298,2;;;
2503;243;60;5,964;298,2;;;
2504;243;60;5,964;298,2;;;
2505;243;60;5,964;298,2;;;
2506;243;60;5,964;298,2;;;
2507;243;60;5,964;298,2;;;
2508;243;60;5,964;298,2;;;
2509;243;60;5,964;298,2;;;
2510;243;60;5,964;298,2;;;
2511;243;60;5,964;298,2;;;
2512;243;60;5,964;298,2;;;
2513;243;60;5,964;298,2;;;
2514;243;60;5,964;298,2;;;
2515;243;60;5,964;298,2;;;
2516;243;60;5,964;298,2;;;
2517;243;60;5,964;298,2;;;
2518;243;60;5,964;298,2;;;
2519;243;60;5,964;298,2;;;
2520;243;60;5,964;298,2;;;
2521;243;60;5,964;298,2;;;
2522;243;60;5,964;298,2;;;
2523;243;60;5,964;298,2;;;
2524;243;60;5,964;298,2;;;
2525;243;60;5,964;298,2;;;
2526;243;60;5,964;298,2;;;
2527;243;60;5,964;298,2;;;
2528;243;60;5,964;298,2;;;
2529;243;60;5,964;298,2;;;
2530;243;60;5,964;298,2;;;
2531;243;60;5,964;298,2;;;
2532;243;60;5,964;298,2;;;
2533;243;60;5,964;298,2;;;
2534;243;60;5,964;298,2;;;
2535;243;60;5,964;298,2;;;
2536;243;60;5,964;298,2;;;
2537;243;60;5,964;298,2;;;
2538;243;60;5,964;298,2;;;
2539;243;60;5,964;298,2;;;
2540;243;60;5,964;298,2;;;
2541;243;60;5,964;298,2;;;
2542;243;60;5,964;298,2;;;
2543;243;60;5,964;298,2;;;
2544;243;60;5,964;298,2;;;
2545;243;60;5,964;298,2;;;
2546;243;60;5,964;298,2;;;
2547;243;60;5,964;298,2;;;
2548;243;60;5,964;298,2;;;
2549;243;60;5,964;298,2;;;
2550;243;60;5,964;298,2;;;
2551;243;60;5,964;298,2;;;
2552;243;60;5,964;298,2;;;
2553;243;60;5,964;298,2;;;
2554;243;60;5,964;298,2;;;
2555;243;60;5,964;298,2;;;
2556;243;60;5,964;298,2;;;
2557;243;60;5,964;298,2;;;
2558;243;60;5,964;298,2;;;
2559;243;60;5,964;298,2;;;
2560;243;60;5,964;298,2;;;
2561;243;60;5,964;298,2;;;
2562;243;60;5,964;298,2;;;
2563;243;60;5,964;298,2;;;
2564;243;60;5,964;298,2;;;
2565;243;60;5,964;298,2;;;
2566;243;60;5,964;298,2;;;
2567;243;60;5,964;298,2;;;
2568;243;60;5,964;298,2;;;
2569;243;60;5,964;298,2;;;
2570;243;60;5,964;298,2;;;
2571;243;60;5,964;298,2;;;
2572;243;60;5,964;298,2;;;
2573;243;60;5,964;298,2;;;
2574;243;60;5,964;298,2;;;
2575;243;60;5,964;298,2;;;
2576;243;60;5,964;298,2;;;
2577;243;60;5,964;298,2;;;
2578;243;60;5,964;298,2;;;
2579;243;60;5,964;298,2;;;
2580;243;60;5,964;298,2;;;
2581;243;60;5,964;298,2;;;
2582;243;60;5,964;298,2;;;
2583;243;60;5,964;298,2;;;
2584;243;60;5,964;298,2;;;
2585;243;60;5,964;298,2;;;
2586;243;60;5,964;298,2;;;
2587;243;60;5,964;298,2;;;
2588;243;60;5,964;298,2;;;
2589;243;60;5,964;298,2;;;
2590;243;60;5,964;298,2;;;
2591;243;60;5,964;298,2;;;
2592;243;60;5,964;298,2;;;
2593;243;60;5,964;298,2;;;
2594;243;60;5,964;298,2;;;
2595;243;60;5,964;298,2;;;
2596;243;60;5,964;298,2;;;
2597;243;60;5,964;298,2;;;
2598;243;60;5,964;298,2;;;
2599;243;60;5,964;298,2;;;
2600;243;60;5,964;298,2;;;
2601;243;60;5,964;298,2;;;
2602;243;60;5,964;298,2;;;
2603;243;60;5,964;298,2;;;
2604;243;60;5,964;298,2;;;
2605;243;60;5,964;298,2;;;
2606;243;60;5,964;298,2;;;
2607;243;60;5,964;298,2;;;
2608;243;60;5,964;298,2;;;
2609;243;60;5,964;298,2;;;
2610;243;60;5,964;298,2;;;
2611;243;60;5,964;298,2;;;
2612;243;60;5,964;298,2;;;
2613;243;60;5,964;298,2;;;
2614;243;60;5,964;298,2;;;
2615;243;60;5,964;298,2;;;
2616;243;60;5,964;298,2;;;
2617;243;60;5,964;298,2;;;
2618;243;60;5,964;298,2;;;
2619;243;60;5,964;298,2;;;
2620;243;60;5,964;298,2;;;
2621;243;60;5,964;298,2;;;
2622;243;60;5,964;298,2;;;
2623;243;60;5,964;298,2;;;
2624;243;60;5,964;298,2;;;
2625;243;60;5,964;298,2;;;
2626;243;60;5,964;298,2;;;
2627;243;60;5,964;298,2;;;
2628;243;60;5,964;298,2;;;
2629;243;60;5,964;298,2;;;
2630;243;60;5,964;298,2;;;
2631;243;60;5,964;298,2;;;
2632;243;60;5,964;298,2;;;
2633;243;60;5,964;298,2;;;
2634;243;60;5,964;298,2;;;
2635;243;60;5,964;298,2;;;
2636;243;60;5,964;298,2;;;
2637;243;60;5,964;298,2;;;
2638;243;60;5,964;298,2;;;
2639;243;60;5,964;298,2;;;
2640;243;60;5,964;298,2;;;
2641;243;60;5,964;298,2;;;
2642;243;60;5,964;298,2;;;
2643;243;60;5,964;298,2;;;
2644;243;60;5,964;298,2;;;
2645;243;60;5,964;298,2;;;
2646;243;60;5,964;298,2;;;
2647;243;60;5,964;298,2;;;
2648;243;60;5,964;298,2;;;
2649;243;60;5,964;298,2;;;
2650;243;60;5,964;298,2;;;
2651;243;60;5,964;298,2;;;
2652;243;60;5,964;298,2;;;
2653;243;60;5,964;298,2;;;
2654;243;60;5,964;298,2;;;
2655;243;60;5,964;298,2;;;
2656;243;60;5,964;298,2;;;
2657;243;60;5,964;298,2;;;
2658;243;60;5,964;298,2;;;
2659;243;60;5,964;298,2;;;
2660;243;60;5,964;298,2;;;
2661;243;60;5,964;298,2;;;
2662;243;60;5,964;298,2;;;
2663;243;60;5,964;298,2;;;
2664;243;60;5,964;298,2;;;
2665;243;60;5,964;298,2;;;
2666;243;60;5,964;298,2;;;
2667;243;60;5,964;298,2;;;
2668;243;60;5,964;298,2;;;
2669;243;60;5,964;298,2;;;
2670;243;60;5,964;298,2;;;
2671;243;60;5,964;298,2;;;
2672;243;60;5,964;298,2;;;
2673;243;60;5,964;298,2;;;
2674;243;60;5,964;298,2;;;
2675;243;60;5,964;298,2;;;
2676;243;60;5,964;298,2;;;
2677;243;60;5,964;298,2;;;
2678;243;60;5,964;298,2;;;
2679;243;60;5,964;298,2;;;
2680;243;60;5,964;298,2;;;
2681;243;60;5,964;298,2;;;
2682;243;60;5,964;298,2;;;
2683;243;60;5,964;298,2;;;
2684;243;60;5,964;298,2;;;
2685;243;60;5,964;298,2;;;
2686;243;60;5,964;298,2;;;
2687;243;60;5,964;298,2;;;
2688;243;60;5,964;298,2;;;
2689;243;60;5,964;298,2;;;
2690;243;60;5,964;298,2;;;
2691;243;60;5,964;298,2;;;
2692;243;60;5,964;298,2;;;
2693;243;60;5,964;298,2;;;
2694;243;60;5,964;298,2;;;
2695;243;60;5,964;298,2;;;
2696;243;60;5,964;298,2;;;
2697;243;60;5,964;298,2;;;
2698;243;60;5,964;298,2;;;
2699;243;60;5,964;298,2;;;
2700;243;60;5,964;298,2;;;
2701;243;60;5,964;298,2;;;
2702;243;60;5,964;298,2;;;
2703;243;60;5,964;298,2;;;
2704;243;60;5,964;298,2;;;
2705;243;60;5,964;298,2;;;
2706;243;60;5,964;298,2;;;
2707;243;60;5,964;298,2;;;
2708;243;60;5,964;298,2;;;
2709;243;60;5,964;298,2;;;
2710;243;60;5,964;298,2;;;
2711;243;60;5,964;298,2;;;
2712;243;60;5,964;298,2;;;
2713;243;60;5,964;298,2;;;
2714;243;60;5,964;298,2;;;
2715;243;60;5,964;298,2;;;
2716;243;60;5,964;298,2;;;
2717;243;60;5,964;298,2;;;
2718;243;60;5,964;298,2;;;
2719;243;60;5,964;298,2;;;
2720;243;60;5,964;298,2;;;
2721;243;60;5,964;298,2;;;
2722;243;60;5,964;298,2;;;
2723;243;60;5,964;298,2;;;
2724;243;60;5,964;298,2;;;
2725;243;60;5,964;298,2;;;
2726;243;60;5,964;298,2;;;
2727;243;60;5,964;298,2;;;
2728;243;60;5,964;298,2;;;
2729;243;60;5,964;298,2;;;
2730;243;60;5,964;298,2;;;
2731;243;60;5,964;298,2;;;
2732;243;60;5,964;298,2;;;
2733;243;60;5,964;298,2;;;
2734;243;60;5,964;298,2;;;
2735;243;60;5,964;298,2;;;
2736;243;60;5,964;298,2;;;
2737;243;60;5,964;298,2;;;
2738;243;60;5,964;298,2;;;
2739;243;60;5,964;298,2;;;
2740;243;60;5,964;298,2;;;
2741;243;60;5,964;298,2;;;
2742;243;60;5,964;298,2;;;
2743;243;60;5,964;298,2;;;
2744;243;60;5,964;298,2;;;
2745;243;60;5,964;298,2;;;
2746;243;60;5,964;298,2;;;
2747;243;60;5,964;298,2;;;
2748;243;60;5,964;298,2;;;
2749;243;60;5,964;298,2;;;
2750;243;60;5,964;298,2;;;
2751;243;60;5,964;298,2;;;
2752;243;60;5,964;298,2;;;
2753;243;60;5,964;298,2;;;
2754;243;60;5,964;298,2;;;
2755;243;60;5,964;298,2;;;
2756;243;60;5,964;298,2;;;
2757;243;60;5,964;298,2;;;
2758;243;60;5,964;298,2;;;
2759;243;60;5,964;298,2;;;
2760;243;60;5,964;298,2;;;
2761;243;60;5,964;298,2;;;
2762;243;60;5,964;298,2;;;
2763;243;60;5,964;298,2;;;
2764;243;60;5,964;298,2;;;
2765;243;60;5,964;298,2;;;
2766;243;60;5,964;298,2;;;
2767;243;60;5,964;298,2;;;
2768;243;60;5,964;298,2;;;
2769;243;60;5,964;298,2;;;
2770;243;60;5,964;298,2;;;
2771;243;60;5,964;298,2;;;
2772;243;60;5,964;298,2;;;
2773;243;60;5,964;298,2;;;
2774;243;60;5,964;298,2;;;
2775;243;60;5,964;298,2;;;
2776;243;60;5,964;298,2;;;
2777;243;60;5,964;298,2;;;
2778;243;60;5,964;298,2;;;
2779;243;60;5,964;298,2;;;
2780;243;60;5,964;298,2;;;
2781;243;60;5,964;298,2;;;
2782;243;60;5,964;298,2;;;
2783;243;60;5,964;298,2;;;
2784;243;60;5,964;298,2;;;
2785;243;60;5,964;298,2;;;
2786;243;60;5,964;298,2;;;
2787;243;60;5,964;298,2;;;
2788;243;60;5,964;298,2;;;
2789;243;60;5,964;298,2;;;
2790;243;60;5,964;298,2;;;
2791;243;60;5,964;298,2;;;
2792;243;60;5,964;298,2;;;
2793;243;60;5,964;298,2;;;
2794;243;60;5,964;298,2;;;
2795;243;60;5,964;298,2;;;
2796;243;60;5,964;298,2;;;
2797;243;60;5,964;298,2;;;
2798;243;60;5,964;298,2;;;
2799;243;60;5,964;298,2;;;
2800;243;60;5,964;298,2;;;
2801;243;60;5,964;298,2;;;
2802;243;60;5,964;298,2;;;
2803;243;60;5,964;298,2;;;
2804;243;60;5,964;298,2;;;
2805;243;60;5,964;298,2;;;
2806;243;60;5,964;298,2;;;
2807;243;60;5,964;298,2;;;
2808;243;60;5,964;298,2;;;
2809;243;60;5,964;298,2;;;
2810;243;60;5,964;298,2;;;
2811;243;60;5,964;298,2;;;
2812;243;60;5,964;298,2;;;
2813;243;60;5,964;298,2;;;
2814;243;60;5,964;298,2;;;
2815;243;60;5,964;298,2;;;
2816;243;60;5,964;298,2;;;
2817;243;60;5,964;298,2;;;
2818;243;60;5,964;298,2;;;
2819;243;60;5,964;298,2;;;
2820;243;60;5,964;298,2;;;
2821;243;60;5,964;298,2;;;
2822;243;60;5,964;298,2;;;
2823;243;60;5,964;298,2;;;
2824;243;60;5,964;298,2;;;
2825;243;60;5,964;298,2;;;
2826;243;60;5,964;298,2;;;
2827;243;60;5,964;298,2;;;
2828;243;60;5,964;298,2;;;
2829;243;60;5,964;298,2;;;
2830;243;60;5,964;298,2;;;
2831;243;60;5,964;298,2;;;
2832;243;60;5,964;298,2;;;
2833;243;60;5,964;298,2;;;
2834;243;60;5,964;298,2;;;
2835;243;60;5,964;298,2;;;
2836;243;60;5,964;298,2;;;
2837;243;60;5,964;298,2;;;
2838;243;60;5,964;298,2;;;
2839;243;60;5,964;298,2;;;
2840;243;60;5,964;298,2;;;
2841;243;60;5,964;298,2;;;
2842;243;60;5,964;298,2;;;
2843;243;60;5,964;298,2;;;
2844;243;60;5,964;298,2;;;
2845;243;60;5,964;298,2;;;
2846;243;60;5,964;298,2;;;
2847;243;60;5,964;298,2;;;
2848;243;60;5,964;298,2;;;
2849;243;60;5,964;298,2;;;
2850;243;60;5,964;298,2;;;
2851;243;60;5,964;298,2;;;
2852;243;60;5,964;298,2;;;
2853;243;60;5,964;298,2;;;
2854;243;60;5,964;298,2;;;
2855;243;60;5,964;298,2;;;
2856;243;60;5,964;298,2;;;
2857;243;60;5,964;298,2;;;
2858;243;60;5,964;298,2;;;
2859;243;60;5,964;298,2;;;
2860;243;60;5,964;298,2;;;
2861;243;60;5,964;298,2;;;
2862;243;60;5,964;298,2;;;
2863;243;60;5,964;298,2;;;
2864;243;60;5,964;298,2;;;
2865;243;60;5,964;298,2;;;
2866;243;60;5,964;298,2;;;
2867;243;60;5,964;298,2;;;
2868;243;60;5,964;298,2;;;
2869;243;60;5,964;298,2;;;
2870;243;60;5,964;298,2;;;
2871;243;60;5,964;298,2;;;
2872;243;60;5,964;298,2;;;
2873;243;60;5,964;298,2;;;
2874;243;60;5,964;298,2;;;
2875;243;60;5,964;298,2;;;
2876;243;60;5,964;298,2;;;
2877;243;60;5,964;298,2;;;
2878;243;60;5,964;298,2;;;
2879;243;60;5,964;298,2;;;
2880;243;60;5,964;298,2;;;
2881;353;60;5,964;298,2;;;
2882;353;60;5,964;298,2;;;
2883;353;60;5,964;298,2;;;
2884;353;60;5,964;298,2;;;
2885;353;60;5,964;298,2;;;
2886;353;60;5,964;298,2;;;
2887;353;60;5,964;298,2;;;
2888;353;60;5,964;298,2;;;
2889;353;60;5,964;298,2;;;
2890;353;60;5,964;298,2;;;
2891;353;60;5,964;298,2;;;
2892;353;60;5,964;298,2;;;
2893;353;60;5,964;298,2;;;
2894;353;60;5,964;298,2;;;
2895;353;60;5,964;298,2;;;
2896;353;60;5,964;298,2;;;
2897;353;60;5,964;298,2;;;
2898;353;60;5,964;298,2;;;
2899;353;60;5,964;298,2;;;
2900;353;60;5,964;298,2;;;
2901;353;60;5,964;298,2;;;
2902;353;60;5,964;298,2;;;
2903;353;60;5,964;298,2;;;
2904;353;60;5,964;298,2;;;
2905;353;60;5,964;298,2;;;
2906;353;60;5,964;298,2;;;
2907;353;60;5,964;298,2;;;
2908;353;60;5,964;298,2;;;
2909;353;60;5,964;298,2;;;
2910;353;60;5,964;298,2;;;
2911;353;60;5,964;298,2;;;
2912;353;60;5,964;298,2;;;
2913;353;60;5,964;298,2;;;
2914;353;60;5,964;298,2;;;
2915;353;60;5,964;298,2;;;
2916;353;60;5,964;298,2;;;
2917;353;60;5,964;298,2;;;
2918;353;60;5,964;298,2;;;
2919;353;60;5,964;298,2;;;
2920;353;60;5,964;298,2;;;
2921;353;60;5,964;298,2;;;
2922;353;60;5,964;298,2;;;
2923;353;60;5,964;298,2;;;
2924;353;60;5,964;298,2;;;
2925;353;60;5,964;298,2;;;
2926;353;60;5,964;298,2;;;
2927;353;60;5,964;298,2;;;
2928;353;60;5,964;298,2;;;
2929;353;60;5,964;298,2;;;
2930;353;60;5,964;298,2;;;
2931;353;60;5,964;298,2;;;
2932;353;60;5,964;298,2;;;
2933;353;60;5,964;298,2;;;
2934;353;60;5,964;298,2;;;
2935;353;60;5,964;298,2;;;
2936;353;60;5,964;298,2;;;
2937;353;60;5,964;298,2;;;
2938;353;60;5,964;298,2;;;
2939;353;60;5,964;298,2;;;
2940;353;60;5,964;298,2;;;
2941;353;60;5,964;298,2;;;
2942;353;60;5,964;298,2;;;
2943;353;60;5,964;298,2;;;
2944;353;60;5,964;298,2;;;
2945;353;60;5,964;298,2;;;
2946;353;60;5,964;298,2;;;
2947;353;60;5,964;298,2;;;
2948;353;60;5,964;298,2;;;
2949;353;60;5,964;298,2;;;
2950;353;60;5,964;298,2;;;
2951;353;60;5,964;298,2;;;
2952;353;60;5,964;298,2;;;
2953;353;60;5,964;298,2;;;
2954;353;60;5,964;298,2;;;
2955;353;60;5,964;298,2;;;
