time;P;G(i);H_sun;T2m;WS10m;Int
20200719:1410;619.35;791.85;49.56;22.47;3.03;0.0
20200719:1510;488.93;618.16;39.32;21.93;2.97;0.0
20200719:1610;308.43;399.76;28.69;21.53;2.83;0.0
20200719:1710;119.98;187.79;18.12;20.92;2.69;0.0
20200719:1810;21.96;41.21;7.91;19.95;2.48;0.0
20200719:1910;0.0;0.0;0.0;18.41;2.21;0.0
20200719:2010;0.0;0.0;0.0;18.15;2.07;0.0
20200719:2110;0.0;0.0;0.0;17.72;1.93;0.0
20200719:2210;0.0;0.0;0.0;17.25;1.86;0.0
20200719:2310;0.0;0.0;0.0;18.11;1.72;0.0
20200720:0010;0.0;0.0;0.0;17.98;1.59;0.0
20200720:0110;0.0;0.0;0.0;17.92;1.45;0.0
20200720:0210;0.0;0.0;0.0;17.75;1.45;0.0
20200720:0310;0.0;0.0;0.0;17.42;1.38;0.0
20200720:0410;0.0;0.0;0.0;16.93;1.31;0.0
20200720:0510;35.33;58.38;10.82;17.58;1.17;0.0
20200720:0610;90.23;154.1;21.18;20.05;0.97;0.0
20200720:0710;269.29;362.02;31.81;21.44;1.17;0.0
20200720:0810;443.58;574.17;42.37;22.16;0.97;0.0
20200720:0910;591.53;777.64;52.35;23.26;1.1;0.0
20200720:1010;691.05;926.67;60.76;24.44;1.38;0.0
20200720:1110;740.58;991.44;65.62;24.36;2.0;0.0
20200720:1210;756.71;1004.57;64.69;24.59;2.69;0.0
20200720:1310;711.59;927.91;58.48;24.08;3.17;0.0
20200720:1410;629.47;803.18;49.44;23.11;3.59;0.0
20200720:1510;495.24;626.34;39.21;22.56;3.31;0.0
20200720:1610;310.97;403.54;28.59;21.93;3.03;0.0
20200720:1710;119.15;188.04;18.01;21.22;2.83;0.0
20200720:1810;21.3;40.35;7.79;20.26;2.69;0.0
20200720:1910;0.0;0.0;0.0;18.83;2.41;0.0
20200720:2010;0.0;0.0;0.0;18.59;2.21;0.0
20200720:2110;0.0;0.0;0.0;17.97;2.07;0.0
20200720:2210;0.0;0.0;0.0;17.63;2.0;0.0
20200720:2310;0.0;0.0;0.0;18.4;1.86;0.0
20200721:0010;0.0;0.0;0.0;18.26;1.72;0.0
20200721:0110;0.0;0.0;0.0;18.2;1.59;0.0
20200721:0210;0.0;0.0;0.0;18.12;1.52;0.0
20200721:0310;0.0;0.0;0.0;17.92;1.38;0.0
20200721:0410;0.0;0.0;0.0;17.92;1.31;0.0
20200721:0510;35.16;58.38;10.68;18.52;1.17;0.0
20200721:0610;91.48;153.92;21.04;20.18;1.45;0.0
20200721:0710;265.93;356.85;31.67;21.85;1.59;0.0
20200721:0810;441.21;570.29;42.23;22.78;1.31;0.0
20200721:0910;580.98;764.09;52.2;23.83;1.17;0.0
20200721:1010;673.6;901.47;60.59;24.8;1.45;0.0
20200721:1110;693.78;933.9;65.43;24.92;1.52;0.0
20200721:1210;719.39;974.39;64.51;25.53;1.59;0.0
20200721:1310;680.75;905.38;58.33;25.83;2.21;0.0
20200721:1410;602.51;783.4;49.32;24.64;2.41;0.0
20200721:1510;473.22;606.73;39.1;24.07;2.48;0.0
20200721:1610;297.69;389.41;28.47;23.31;2.69;0.0
20200721:1710;116.24;180.76;17.89;22.24;2.41;0.0
20200721:1810;19.93;38.64;7.67;21.29;2.07;0.0
20200721:1910;0.0;0.0;0.0;19.91;2.21;0.0
20200721:2010;0.0;0.0;0.0;19.7;1.93;0.0
20200721:2110;0.0;0.0;0.0;19.07;1.72;0.0
20200721:2210;0.0;0.0;0.0;18.76;1.52;0.0
20200721:2310;0.0;0.0;0.0;19.7;1.1;0.0
20200722:0010;0.0;0.0;0.0;19.48;1.17;0.0
20200722:0110;0.0;0.0;0.0;19.34;1.24;0.0
20200722:0210;0.0;0.0;0.0;19.38;1.17;0.0
20200722:0310;0.0;0.0;0.0;19.01;1.31;0.0
20200722:0410;0.0;0.0;0.0;18.74;1.38;0.0
20200722:0510;35.03;58.38;10.54;19.23;1.24;0.0
20200722:0610;93.35;154.83;20.9;21.19;1.31;0.0
20200722:0710;261.21;353.34;31.54;23.13;1.03;0.0
20200722:0810;437.32;570.3;42.09;23.88;1.03;0.0
20200722:0910;572.36;756.43;52.05;25.07;1.24;0.0
20200722:1010;670.9;901.26;60.41;25.99;1.59;0.0
20200722:1110;722.08;973.08;65.24;25.55;1.86;0.0
20200722:1210;725.97;975.02;64.33;25.71;2.14;0.0
20200722:1310;633.5;837.85;58.18;25.4;2.07;0.0
20200722:1410;539.8;700.83;49.18;24.63;2.14;0.0
20200722:1510;479.44;615.01;38.98;23.83;2.34;0.0
20200722:1610;143.47;193.84;28.36;23.33;2.48;0.0
20200722:1710;80.81;118.76;17.77;22.56;2.07;0.0
20200722:1810;3.65;13.74;7.54;21.77;2.0;0.0
20200722:1910;0.0;0.0;0.0;20.26;1.79;0.0
20200722:2010;0.0;0.0;0.0;20.2;1.38;0.0
20200722:2110;0.0;0.0;0.0;19.68;1.52;0.0
20200722:2210;0.0;0.0;0.0;19.15;1.24;0.0
20200722:2310;0.0;0.0;0.0;19.85;1.17;0.0
20200723:0010;0.0;0.0;0.0;19.51;1.1;0.0
20200723:0110;0.0;0.0;0.0;18.91;0.97;0.0
20200723:0210;0.0;0.0;0.0;18.37;1.03;0.0
20200723:0310;0.0;0.0;0.0;17.99;1.1;0.0
20200723:0410;0.0;0.0;0.0;17.93;0.97;0.0
20200723:0510;32.39;54.95;10.39;19.03;0.69;0.0
20200723:0610;87.28;151.18;20.76;20.84;0.28;0.0
20200723:0710;267.02;359.7;31.4;21.98;1.31;0.0
20200723:0810;449.79;580.59;41.95;22.9;1.52;0.0
20200723:0910;595.71;780.83;51.89;24.39;1.66;0.0
20200723:1010;680.31;917.08;60.24;25.65;1.38;0.0
20200723:1110;704.18;985.53;65.04;26.07;0.34;0.0
20200723:1210;726.75;1010.22;64.14;26.86;0.9;0.0
20200723:1310;680.67;917.83;58.02;26.74;1.72;0.0
20200723:1410;614.86;807.36;49.05;25.57;2.14;0.0
20200723:1510;481.07;621.36;38.85;25.08;2.28;0.0
20200723:1610;305.44;402.22;28.23;24.2;2.34;0.0
20200723:1710;107.11;160.4;17.64;23.38;1.86;0.0
20200723:1810;17.98;36.06;7.4;22.37;1.79;0.0
20200723:1910;0.0;0.0;0.0;21.3;1.52;0.0
20200723:2010;0.0;0.0;0.0;20.8;1.86;0.0
20200723:2110;0.0;0.0;0.0;19.97;1.79;0.0
20200723:2210;0.0;0.0;0.0;19.47;1.72;0.0
20200723:2310;0.0;0.0;0.0;20.14;1.52;0.0
20200724:0010;0.0;0.0;0.0;19.61;1.24;0.0
20200724:0110;0.0;0.0;0.0;18.95;1.1;0.0
20200724:0210;0.0;0.0;0.0;18.73;1.1;0.0
20200724:0310;0.0;0.0;0.0;18.48;0.9;0.0
20200724:0410;0.0;0.0;0.0;18.04;0.48;0.0
20200724:0510;34.49;57.52;10.24;18.42;0.76;0.0
20200724:0610;90.84;151.64;20.62;19.4;0.48;0.0
20200724:0710;267.61;356.65;31.26;19.58;1.24;0.0
20200724:0810;417.75;531.97;41.8;20.28;1.45;0.0
20200724:0910;525.14;666.71;51.73;21.28;2.55;0.0
20200724:1010;58.87;88.96;60.05;21.33;2.83;0.0
20200724:1110;47.99;75.2;64.84;20.78;2.55;0.0
20200724:1210;50.65;78.87;63.94;21.78;2.48;0.0
20200724:1310;138.57;187.08;57.85;22.95;2.83;0.0
20200724:1410;296.47;379.6;48.9;22.77;2.69;0.0
20200724:1510;454.31;579.67;38.72;22.99;2.34;0.0
20200724:1610;298.76;392.4;28.1;22.8;1.66;0.0
20200724:1710;114.75;182.93;17.51;22.78;1.03;0.0
20200724:1810;19.19;37.78;7.26;22.3;0.76;0.0
20200724:1910;0.0;0.0;0.0;19.35;1.45;0.0
20200724:2010;0.0;0.0;0.0;18.99;0.97;0.0
20200724:2110;0.0;0.0;0.0;17.85;0.76;0.0
20200724:2210;0.0;0.0;0.0;17.98;0.48;0.0
20200724:2310;0.0;0.0;0.0;18.9;0.28;0.0
20200725:0010;0.0;0.0;0.0;18.51;0.21;0.0
20200725:0110;0.0;0.0;0.0;17.8;0.34;0.0
20200725:0210;0.0;0.0;0.0;17.47;0.28;0.0
20200725:0310;0.0;0.0;0.0;17.12;0.14;0.0
20200725:0410;0.0;0.0;0.0;16.86;0.14;0.0
20200725:0510;28.05;48.94;10.09;17.23;0.21;0.0
20200725:0610;81.38;147.47;20.48;18.52;0.14;0.0
20200725:0710;269.75;365.52;31.12;21.68;0.55;0.0
20200725:0810;452.22;591.2;41.66;22.82;0.55;0.0
20200725:0910;591.33;791.72;51.57;24.23;0.48;0.0
20200725:1010;672.16;929.92;59.87;25.46;0.28;0.0
20200725:1110;725.27;1005.7;64.63;25.07;0.62;0.0
20200725:1210;746.16;1019.3;63.74;25.53;1.45;0.0
20200725:1310;708.18;942.33;57.68;25.11;2.21;0.0
20200725:1410;625.15;810.27;48.75;24.02;2.62;0.0
20200725:1510;499.45;638.38;38.58;23.44;2.62;0.0
20200725:1610;305.57;398.88;27.97;22.78;2.55;0.0
20200725:1710;116.34;180.05;17.37;22.06;2.48;0.0
20200725:1810;19.96;38.64;7.12;21.0;2.21;0.0
20200725:1910;0.0;0.0;0.0;19.41;2.14;0.0
20200725:2010;0.0;0.0;0.0;19.18;1.93;0.0
20200725:2110;0.0;0.0;0.0;18.63;1.93;0.0
20200725:2210;0.0;0.0;0.0;18.17;1.86;0.0
20200725:2310;0.0;0.0;0.0;19.17;1.79;0.0
20200726:0010;0.0;0.0;0.0;18.82;1.72;0.0
20200726:0110;0.0;0.0;0.0;18.86;1.59;0.0
20200726:0210;0.0;0.0;0.0;18.76;1.59;0.0
20200726:0310;0.0;0.0;0.0;18.64;1.52;0.0
20200726:0410;0.0;0.0;0.0;18.49;1.38;0.0
20200726:0510;33.07;55.81;9.94;19.05;1.24;0.0
20200726:0610;92.81;152.23;20.33;20.42;1.1;0.0
20200726:0710;176.91;234.95;30.97;21.89;1.72;0.0
20200726:0810;399.18;511.18;41.51;22.39;1.93;0.0
20200726:0910;479.54;616.53;51.41;23.36;2.14;0.0
20200726:1010;326.33;421.32;59.68;24.11;2.28;0.0
20200726:1110;541.6;701.37;64.41;23.58;2.34;0.0
20200726:1210;657.73;863.2;63.53;24.15;2.48;0.0
20200726:1310;695.47;909.38;57.5;24.58;3.03;0.0
20200726:1410;606.85;776.26;48.6;23.51;3.38;0.0
20200726:1510;483.62;612.08;38.44;23.14;3.52;0.0
20200726:1610;302.65;392.61;27.83;22.44;3.52;0.0
20200726:1710;115.01;180.47;17.23;21.62;2.97;0.0
20200726:1810;18.76;36.92;6.97;20.72;2.55;0.0
20200726:1910;0.0;0.0;0.0;19.27;2.07;0.0
20200726:2010;0.0;0.0;0.0;19.26;1.86;0.0
20200726:2110;0.0;0.0;0.0;18.75;1.66;0.0
20200726:2210;0.0;0.0;0.0;18.4;1.45;0.0
20200726:2310;0.0;0.0;0.0;19.25;1.31;0.0
20200727:0010;0.0;0.0;0.0;19.01;1.17;0.0
20200727:0110;0.0;0.0;0.0;18.56;1.1;0.0
20200727:0210;0.0;0.0;0.0;18.38;0.9;0.0
20200727:0310;0.0;0.0;0.0;18.48;0.76;0.0
20200727:0410;0.0;0.0;0.0;18.24;0.69;0.0
20200727:0510;31.12;53.23;9.78;18.7;0.55;0.0
20200727:0610;84.85;147.24;20.19;20.0;0.21;0.0
20200727:0710;259.99;354.11;30.83;22.43;0.21;0.0
20200727:0810;434.78;569.2;41.36;23.27;0.48;0.0
20200727:0910;549.82;733.64;51.24;24.49;0.41;0.0
20200727:1010;594.77;811.55;59.48;25.49;0.21;0.0
20200727:1110;633.24;873.38;64.19;25.21;0.14;0.0
20200727:1210;630.09;864.64;63.32;25.78;0.41;0.0
20200727:1310;596.26;801.4;57.31;25.58;0.9;0.0
20200727:1410;514.22;677.33;48.44;25.24;1.1;0.0
20200727:1510;447.16;582.03;38.29;25.05;1.38;0.0
20200727:1610;286.64;380.51;27.68;24.82;1.45;0.0
20200727:1710;111.59;178.81;17.08;24.46;1.45;0.0
20200727:1810;18.48;36.92;6.81;23.4;1.45;0.0
20200727:1910;0.0;0.0;0.0;21.39;1.59;0.0
20200727:2010;0.0;0.0;0.0;20.96;1.52;0.0
20200727:2110;0.0;0.0;0.0;20.25;1.45;0.0
20200727:2210;0.0;0.0;0.0;19.75;1.31;0.0
20200727:2310;0.0;0.0;0.0;20.52;1.17;0.0
20200728:0010;0.0;0.0;0.0;19.88;1.1;0.0
20200728:0110;0.0;0.0;0.0;19.37;1.03;0.0
20200728:0210;0.0;0.0;0.0;19.11;1.03;0.0
20200728:0310;0.0;0.0;0.0;18.91;1.03;0.0
20200728:0410;0.0;0.0;0.0;18.77;1.03;0.0
20200728:0510;31.69;54.09;9.63;19.35;0.97;0.0
20200728:0610;85.93;147.98;20.04;21.58;0.76;0.0
20200728:0710;259.62;351.23;30.68;22.76;0.97;0.0
20200728:0810;438.09;572.67;41.2;24.24;0.97;0.0
20200728:0910;574.91;762.71;51.07;26.01;1.31;0.0
20200728:1010;640.23;859.43;59.28;27.05;1.72;0.0
20200728:1110;713.8;961.35;63.97;26.8;2.21;0.0
20200728:1210;728.07;980.13;63.1;27.18;2.48;0.0
20200728:1310;643.76;853.89;57.12;27.22;2.62;0.0
20200728:1410;594.97;776.15;48.27;26.03;2.69;0.0
20200728:1510;466.77;600.4;38.13;25.16;2.69;0.0
20200728:1610;290.1;382.03;27.53;24.5;2.48;0.0
20200728:1710;64.46;97.79;16.92;23.47;2.55;0.0
20200728:1810;16.78;34.34;6.65;22.31;2.34;0.0
20200728:1910;0.0;0.0;0.0;20.79;2.28;0.0
20200728:2010;0.0;0.0;0.0;20.66;2.0;0.0
20200728:2110;0.0;0.0;0.0;20.16;1.79;0.0
20200728:2210;0.0;0.0;0.0;19.8;1.86;0.0
20200728:2310;0.0;0.0;0.0;20.72;1.66;0.0
20200729:0010;0.0;0.0;0.0;20.54;1.52;0.0
20200729:0110;0.0;0.0;0.0;20.38;1.45;0.0
20200729:0210;0.0;0.0;0.0;20.29;1.45;0.0
20200729:0310;0.0;0.0;0.0;20.06;1.52;0.0
20200729:0410;0.0;0.0;0.0;19.88;1.45;0.0
20200729:0510;30.24;52.37;9.47;20.28;1.31;0.0
20200729:0610;87.41;147.26;19.88;21.76;1.17;0.0
20200729:0710;255.95;345.95;30.53;23.37;1.45;0.0
20200729:0810;435.29;565.38;41.04;24.38;1.52;0.0
20200729:0910;576.56;762.64;50.9;25.74;1.38;0.0
20200729:1010;658.37;890.71;59.08;26.97;1.38;0.0
20200729:1110;714.74;975.2;63.74;27.05;1.59;0.0
20200729:1210;727.43;988.29;62.87;27.61;2.07;0.0
20200729:1310;680.9;911.69;56.92;27.72;2.41;0.0
20200729:1410;604.87;791.7;48.1;26.78;2.76;0.0
20200729:1510;467.47;604.22;37.97;26.08;2.62;0.0
20200729:1610;289.71;382.62;27.37;25.16;2.62;0.0
20200729:1710;109.11;172.89;16.76;24.11;2.48;0.0
20200729:1810;15.53;32.63;6.48;22.9;2.21;0.0
20200729:1910;0.0;0.0;0.0;21.74;1.86;0.0
20200729:2010;0.0;0.0;0.0;21.46;1.86;0.0
20200729:2110;0.0;0.0;0.0;20.81;1.66;0.0
20200729:2210;0.0;0.0;0.0;20.39;1.45;0.0
20200729:2310;0.0;0.0;0.0;21.36;1.24;0.0
20200730:0010;0.0;0.0;0.0;21.0;1.03;0.0
20200730:0110;0.0;0.0;0.0;20.59;0.69;0.0
20200730:0210;0.0;0.0;0.0;21.0;0.48;0.0
20200730:0310;0.0;0.0;0.0;21.18;0.34;0.0
20200730:0410;0.0;0.0;0.0;21.16;0.14;0.0
20200730:0510;29.36;51.51;9.31;21.52;0.34;0.0
20200730:0610;89.23;148.01;19.73;22.69;0.48;0.0
20200730:0710;249.6;341.15;30.38;24.67;0.62;0.0
20200730:0810;424.46;559.66;40.89;25.98;0.9;0.0
20200730:0910;560.5;754.89;50.72;27.59;0.83;0.0
20200730:1010;637.66;890.94;58.88;28.9;0.34;0.0
20200730:1110;687.46;974.42;63.5;28.92;0.34;0.0
20200730:1210;657.32;922.94;62.64;29.75;0.62;0.0
20200730:1310;612.92;844.14;56.72;30.01;1.03;0.0
20200730:1410;576.46;777.02;47.92;29.34;1.45;0.0
20200730:1510;453.6;595.99;37.81;28.52;2.14;0.0
20200730:1610;281.67;377.2;27.21;27.18;1.93;0.0
20200730:1710;105.68;167.45;16.6;26.46;1.66;0.0
20200730:1810;15.88;33.48;6.3;25.54;1.31;0.0
20200730:1910;0.0;0.0;0.0;24.17;1.17;0.0
20200730:2010;0.0;0.0;0.0;23.75;1.17;0.0
20200730:2110;0.0;0.0;0.0;22.97;1.17;0.0
20200730:2210;0.0;0.0;0.0;22.27;1.03;0.0
20200730:2310;0.0;0.0;0.0;22.61;0.83;0.0
20200731:0010;0.0;0.0;0.0;22.34;0.76;0.0
20200731:0110;0.0;0.0;0.0;22.16;0.69;0.0
20200731:0210;0.0;0.0;0.0;22.27;0.62;0.0
20200731:0310;0.0;0.0;0.0;22.52;0.55;0.0
20200731:0410;0.0;0.0;0.0;22.5;0.34;0.0
20200731:0510;29.14;51.51;9.15;22.9;0.07;0.0
20200731:0610;87.15;146.99;19.58;23.91;0.21;0.0
20200731:0710;250.14;344.32;30.22;26.28;0.83;0.0
20200731:0810;421.78;561.49;40.73;27.33;0.69;0.0
20200731:0910;550.95;753.1;50.54;28.65;0.34;0.0
20200731:1010;637.53;888.85;58.67;29.79;0.62;0.0
20200731:1110;688.75;960.16;63.27;29.63;1.1;0.0
20200731:1210;689.7;948.67;62.4;30.07;1.86;0.0
20200731:1310;658.39;891.57;56.51;30.06;2.34;0.0
20200731:1410;588.07;783.43;47.73;28.88;2.14;0.0
20200731:1510;445.25;586.23;37.63;28.57;1.93;0.0
20200731:1610;262.06;351.6;27.04;27.71;2.0;0.0
20200731:1710;103.73;164.04;16.43;26.69;2.0;0.0
20200731:1810;15.32;32.63;6.13;25.34;1.93;0.0
20200731:1910;0.0;0.0;0.0;23.97;1.66;0.0
20200731:2010;0.0;0.0;0.0;23.58;1.79;0.0
20200731:2110;0.0;0.0;0.0;22.76;1.72;0.0
20200731:2210;0.0;0.0;0.0;22.26;1.59;0.0
20200731:2310;0.0;0.0;0.0;23.06;1.38;0.0
20200801:0010;0.0;0.0;0.0;22.87;1.24;0.0
20200801:0110;0.0;0.0;0.0;23.0;1.24;0.0
20200801:0210;0.0;0.0;0.0;22.64;1.24;0.0
20200801:0310;0.0;0.0;0.0;22.33;1.24;0.0
20200801:0410;0.0;0.0;0.0;21.98;1.03;0.0
20200801:0510;27.95;49.8;8.98;22.48;0.83;0.0
20200801:0610;82.95;144.91;19.42;24.04;0.62;0.0
20200801:0710;253.46;351.58;30.07;26.03;0.14;0.0
20200801:0810;429.65;576.67;40.56;27.12;0.14;0.0
20200801:0910;560.93;766.57;50.36;29.17;0.55;0.0
20200801:1010;643.04;900.42;58.46;30.64;0.69;0.0
20200801:1110;699.92;991.47;63.02;30.71;0.83;0.0
20200801:1210;703.78;992.8;62.16;31.37;1.17;0.0
20200801:1310;661.66;915.81;56.3;31.47;1.59;0.0
20200801:1410;591.77;799.55;47.54;30.84;1.93;0.0
20200801:1510;458.2;608.94;37.46;30.28;1.93;0.0
20200801:1610;283.9;384.69;26.87;29.4;1.86;0.0
20200801:1710;102.86;164.89;16.25;28.13;1.66;0.0
20200801:1810;13.45;30.05;5.94;26.96;1.31;0.0
20200801:1910;0.0;0.0;0.0;25.62;1.1;0.0
20200801:2010;0.0;0.0;0.0;25.47;0.97;0.0
20200801:2110;0.0;0.0;0.0;24.82;1.1;0.0
20200801:2210;0.0;0.0;0.0;24.3;0.83;0.0
20200801:2310;0.0;0.0;0.0;25.5;0.28;0.0
20200802:0010;0.0;0.0;0.0;24.47;0.55;0.0
20200802:0110;0.0;0.0;0.0;23.45;0.83;0.0
20200802:0210;0.0;0.0;0.0;23.72;0.55;0.0
20200802:0310;0.0;0.0;0.0;23.45;0.55;0.0
20200802:0410;0.0;0.0;0.0;23.43;0.48;0.0
20200802:0510;22.77;42.93;8.82;23.37;0.69;0.0
20200802:0610;80.59;142.71;19.26;24.23;0.21;0.0
20200802:0710;254.88;351.01;29.91;26.0;1.03;0.0
20200802:0810;432.68;570.78;40.4;26.7;1.17;0.0
20200802:0910;566.63;758.77;50.18;27.99;1.31;0.0
20200802:1010;653.29;896.46;58.24;29.1;1.24;0.0
20200802:1110;695.06;980.37;62.77;29.21;0.62;0.0
20200802:1210;582.45;812.6;61.91;29.75;0.28;0.0
20200802:1310;627.02;860.06;56.08;28.61;0.97;0.0
20200802:1410;584.66;780.26;47.34;27.75;1.59;0.0
20200802:1510;461.95;600.99;37.27;26.4;2.07;0.0
20200802:1610;287.3;383.45;26.69;26.31;1.86;0.0
20200802:1710;97.81;151.8;16.07;25.6;1.93;0.0
20200802:1810;7.03;19.75;5.75;24.0;0.55;0.0
20200802:1910;0.0;0.0;0.0;22.88;0.69;0.0
20200802:2010;0.0;0.0;0.0;22.06;0.83;0.0
20200802:2110;0.0;0.0;0.0;20.61;0.48;0.0
20200802:2210;0.0;0.0;0.0;20.39;1.31;0.0
20200802:2310;0.0;0.0;0.0;21.06;1.45;0.0
20200803:0010;0.0;0.0;0.0;20.62;1.45;0.0
20200803:0110;0.0;0.0;0.0;20.16;1.38;0.0
20200803:0210;0.0;0.0;0.0;19.69;0.97;0.0
20200803:0310;0.0;0.0;0.0;19.85;0.76;0.0
20200803:0410;0.0;0.0;0.0;19.79;1.1;0.0
20200803:0510;3.22;12.88;8.65;20.32;1.24;0.0
20200803:0610;68.33;101.23;19.1;20.67;1.38;0.0
20200803:0710;55.8;85.29;29.75;21.4;1.52;0.0
20200803:0810;34.31;57.78;40.23;20.77;1.72;0.0
20200803:0910;194.54;253.81;49.99;21.1;1.86;0.0
20200803:1010;247.84;320.16;58.02;21.37;1.45;0.0
20200803:1110;61.64;92.62;62.52;21.53;1.52;0.0
20200803:1210;57.29;87.12;61.66;21.3;1.52;0.0
20200803:1310;41.47;66.95;55.85;20.52;1.31;0.0
20200803:1410;60.02;89.87;47.14;19.47;1.24;0.0
20200803:1510;27.72;48.6;37.08;18.04;1.31;0.0
20200803:1610;15.58;32.1;26.51;17.88;1.45;0.0
20200803:1710;98.92;147.3;15.88;17.83;1.79;0.0
20200803:1810;11.23;25.76;5.56;17.56;1.79;0.0
20200803:1910;0.0;0.0;0.0;16.89;2.07;0.0
20200803:2010;0.0;0.0;0.0;17.35;2.28;0.0
20200803:2110;0.0;0.0;0.0;16.79;2.14;0.0
20200803:2210;0.0;0.0;0.0;16.4;2.07;0.0
20200803:2310;0.0;0.0;0.0;17.2;2.07;0.0
20200804:0010;0.0;0.0;0.0;17.01;2.48;0.0
20200804:0110;0.0;0.0;0.0;16.37;2.28;0.0
20200804:0210;0.0;0.0;0.0;16.02;1.86;0.0
20200804:0310;0.0;0.0;0.0;15.7;1.93;0.0
20200804:0410;0.0;0.0;0.0;15.67;1.93;0.0
20200804:0510;26.28;46.36;8.48;16.17;1.79;0.0
20200804:0610;94.78;135.72;18.94;16.78;1.72;0.0
20200804:0710;79.31;112.8;29.59;18.51;2.48;0.0
20200804:0810;148.4;195.45;40.06;19.04;3.1;0.0
20200804:0910;387.47;484.94;49.8;20.24;3.59;0.0
20200804:1010;419.66;527.67;57.8;21.17;3.72;0.0
20200804:1110;745.57;953.8;62.26;21.12;4.0;0.0
20200804:1210;682.45;869.28;61.4;21.36;4.0;0.0
20200804:1310;732.38;936.59;55.62;22.07;4.14;0.0
20200804:1410;645.45;816.44;46.93;22.1;4.07;0.0
20200804:1510;493.55;621.13;36.89;22.18;3.66;0.0
20200804:1610;306.03;397.65;26.32;21.94;2.83;0.0
20200804:1710;109.27;176.11;15.69;21.37;1.93;0.0
20200804:1810;11.63;26.62;5.36;20.27;1.1;0.0
20200804:1910;0.0;0.0;0.0;19.32;2.55;0.0
20200804:2010;0.0;0.0;0.0;19.0;2.48;0.0
20200804:2110;0.0;0.0;0.0;17.96;2.28;0.0
20200804:2210;0.0;0.0;0.0;16.91;1.86;0.0
20200804:2310;0.0;0.0;0.0;17.1;1.59;0.0
20200805:0010;0.0;0.0;0.0;16.38;1.59;0.0
20200805:0110;0.0;0.0;0.0;15.76;1.52;0.0
20200805:0210;0.0;0.0;0.0;14.96;1.31;0.0
20200805:0310;0.0;0.0;0.0;15.35;0.9;0.0
20200805:0410;0.0;0.0;0.0;15.39;0.76;0.0
20200805:0510;21.17;39.49;8.31;15.5;0.83;0.0
20200805:0610;76.22;140.66;18.78;17.13;0.9;0.0
20200805:0710;275.4;367.47;29.43;19.8;1.52;0.0
20200805:0810;472.08;599.47;39.89;20.49;2.0;0.0
20200805:0910;620.15;799.5;49.61;21.78;2.07;0.0
20200805:1010;716.51;945.1;57.57;22.96;2.07;0.0
20200805:1110;781.87;1045.31;62.0;23.06;2.07;0.0
20200805:1210;768.67;1035.87;61.14;23.99;1.86;0.0
20200805:1310;721.39;966.92;55.38;24.66;1.79;0.0
20200805:1410;638.04;838.72;46.72;24.59;1.93;0.0
20200805:1510;496.33;641.44;36.69;24.59;2.07;0.0
20200805:1610;310.92;410.12;26.12;24.2;2.21;0.0
20200805:1710;108.59;178.01;15.49;23.22;1.79;0.0
20200805:1810;11.52;26.62;5.15;21.94;1.38;0.0
20200805:1910;0.0;0.0;0.0;20.36;1.52;0.0
20200805:2010;0.0;0.0;0.0;19.49;1.38;0.0
20200805:2110;0.0;0.0;0.0;18.12;1.17;0.0
20200805:2210;0.0;0.0;0.0;17.96;0.9;0.0
20200805:2310;0.0;0.0;0.0;18.77;0.76;0.0
20200806:0010;0.0;0.0;0.0;18.2;0.76;0.0
20200806:0110;0.0;0.0;0.0;17.27;0.9;0.0
20200806:0210;0.0;0.0;0.0;16.39;1.03;0.0
20200806:0310;0.0;0.0;0.0;15.78;1.17;0.0
20200806:0410;0.0;0.0;0.0;15.42;1.17;0.0
20200806:0510;21.77;40.35;8.14;15.93;1.1;0.0
20200806:0610;76.53;139.94;18.61;18.27;1.1;0.0
20200806:0710;271.28;364.29;29.26;20.95;1.45;0.0
20200806:0810;463.55;593.6;39.72;21.87;1.79;0.0
20200806:0910;605.73;786.77;49.41;23.36;2.0;0.0
20200806:1010;705.7;935.99;57.34;24.74;2.21;0.0
20200806:1110;769.41;1030.14;61.74;24.88;2.41;0.0
20200806:1210;758.04;1019.96;60.87;25.75;2.34;0.0
20200806:1310;706.09;945.6;55.13;26.34;2.21;0.0
20200806:1410;617.92;815.0;46.5;26.27;2.14;0.0
20200806:1510;478.42;623.02;36.49;26.32;2.07;0.0
20200806:1610;298.4;397.67;25.92;26.08;2.0;0.0
20200806:1710;104.51;171.17;15.29;25.21;1.66;0.0
20200806:1810;10.27;24.9;4.94;23.92;1.45;0.0
20200806:1910;0.0;0.0;0.0;22.63;1.66;0.0
20200806:2010;0.0;0.0;0.0;21.93;1.59;0.0
20200806:2110;0.0;0.0;0.0;20.68;1.52;0.0
20200806:2210;0.0;0.0;0.0;19.68;1.45;0.0
20200806:2310;0.0;0.0;0.0;20.0;1.45;0.0
20200807:0010;0.0;0.0;0.0;19.28;1.38;0.0
20200807:0110;0.0;0.0;0.0;18.53;1.31;0.0
20200807:0210;0.0;0.0;0.0;17.94;1.24;0.0
20200807:0310;0.0;0.0;0.0;17.54;1.24;0.0
20200807:0410;0.0;0.0;0.0;17.06;1.17;0.0
20200807:0510;23.49;42.93;7.96;17.61;1.03;0.0
20200807:0610;78.32;139.53;18.45;20.11;1.03;0.0
20200807:0710;262.68;354.74;29.1;22.57;1.45;0.0
