time;Potenza [kW]
1784;1512.49995
1785;1657.75
1786;1733.15
1787;1748.9
1788;1697.75
1789;1667.45
1790;1595
1791;1540.8
1792;1566.75005
1793;1533.50005
1794;1573.05
1795;1706.74995
1796;1976.49995
1797;1890.8
1798;1734.7
1799;1594.25
1800;1467.79995
1801;1361.9
1802;1253.40005
1803;1185.1501
1804;1163.05
1805;1150.3
1806;1175.35
1807;1205.05
1808;1206.45
1809;1304.35
1810;1389.84995
1811;1462.9
1812;1505.9
1813;1544.6
1814;1449.25
1815;1410.30005
1816;1400.6
1817;1434.70005
1818;1476.6
1819;1579.1
1820;1822.55005
1821;1756.3
1822;1665.80005
1823;1549.35005
1824;1396.2
1825;1234.8
1826;1155.95
1827;1116.35
1828;1112.8
1829;1118.05005
1830;1208.94995
1831;1455.15
1832;1781.25
1833;2088.05
1834;2176
1835;2196.05005
1836;2198.3
1837;2070.89995
1838;2050.10005
1839;2118.20005
1840;2169.24995
1841;2185.65
1842;2192.79995
1843;2199.45
1844;2374.8
1845;2265.84995
1846;2105.39995
1847;1899.75005
1848;1707.6
1849;1533.70005
1850;1435.25
1851;1389.1
1852;1375.04995
1853;1376.6
1854;1434.7
1855;1668.10005
1856;1942.35
1857;2256.84995
1858;2344.2
1859;2322.15
1860;2307.5501
1861;2229.45
1862;2160.4
1863;2279.3
1864;2300.3
1865;2307.25005
1866;2273.35
1867;2245.25
1868;2425.2
1869;2316.99995
1870;2160.39995
1871;1941.94995
1872;1722.8
1873;1570.4
1874;1441.75
1875;1402.15
1876;1382.94995
1877;1391.15
1878;1478.75005
1879;1686.7
1880;1962.95
1881;2275.25
1882;2346.95
1883;2359.9
1884;2327.8
1885;2241.8
1886;2140.05
1887;2182.89995
1888;2223.8
1889;2230.45
1890;2230.24995
1891;2243.70005
1892;2451.7
1893;2338.50005
1894;2165.7
1895;1942.94995
1896;1725.70005
1897;1562.55
1898;1445.75
1899;1366.05
1900;1363.2
1901;1379.75005
1902;1448
1903;1620.50005
1904;1923.1001
1905;2210.25005
1906;2289.75
1907;2256.55005
1908;2237.15
1909;2133.29995
1910;2068.24995
1911;2143.14995
1912;2178.75
1913;2180.25
1914;2160.39995
1915;2178.55005
1916;2386.2
1917;2279.25
1918;2140.89995
1919;1910.6
1920;1702.8501
1921;1532.05005
1922;1413
1923;1366.35005
1924;1348.65
1925;1362.65
1926;1420.54995
1927;1596.15
1928;1895.40005
1929;2187.55
1930;2245.85
1931;2216
1932;2175.95
1933;2072.0001
1934;1998.25
1935;2055.80005
1936;2114.45
1937;2124.74995
1938;2118.99995
1939;2131.6
1940;2369.05005
1941;2246
1942;2083.34995
1943;1873.34995
1944;1709.69995
1945;1538.9
1946;1412.84995
1947;1340.85
1948;1292.95
1949;1307.45
1950;1336.89995
1951;1359.94995
1952;1499.3501
1953;1698.3
1954;1776.7
1955;1745.64995
1956;1698.1
1957;1623.2
1958;1569.75005
1959;1526.55
1960;1523.79995
1961;1526.9
1962;1552.70005
1963;1661.95
1964;1944.15
1965;1892.14995
1966;1734.15005
1967;1588.65
1968;1450.35005
1969;1319.24995
1970;1233.2
1971;1172.60005
1972;1145.35
1973;1117.7
1974;1150.84995
1975;1129.34995
1976;1174.74995
1977;1289.65005
1978;1397.5
1979;1466.3
1980;1473.39995
1981;1471
1982;1406.5
1983;1359.8
1984;1361.1
1985;1374.85
1986;1432.34995
1987;1500.65
1988;1766.40005
1989;1754.49995
1990;1658.85
1991;1515.55
1992;1372.3
1993;1243.59995
1994;1157.95005
1995;1119.35005
1996;1098.74995
1997;1119.4
1998;1198.6
1999;1402.55
2000;1730.05
2001;2006.8
2002;2116.3
2003;2095.84995
2004;2090.15
2005;2005.79995
2006;1960
2007;2029.35005
2008;2074.75
2009;2064.45
2010;2094.1
2011;2078.2001
2012;2287.59995
2013;2206.65
2014;2048.75005
2015;1815.05
2016;1631.49995
2017;1482.70005
2018;1387.85
2019;1324.25
2020;1308.15
2021;1322.15005
2022;1367.80005
2023;1537.50005
2024;1839.85
2025;2126.64995
2026;2238.2
2027;2238.94995
2028;2234.55
2029;2136.24995
2030;2034.85
2031;2096.25
2032;2141.2499
2033;2169.6
2034;2164.55005
2035;2149.49995
2036;2363.6
2037;2289.15005
2038;2121.94995
2039;1870.34995
2040;1674.59995
2041;1499.65005
2042;1408.75
2043;1344.8
2044;1332.2
2045;1342.29995
2046;1394.29995
2047;1555.4
2048;1860.70005
2049;2177.75005
2050;2268.9
2051;2251.94995
2052;2240.45
2053;2119.55
2054;2079.75
2055;2116.3
2056;2122
2057;2164.35
2058;2161.45005
2059;2157.84995
2060;2377.2
2061;2283.14995
2062;2092.55
2063;1877.09995
2064;1681.8
2065;1521.75
2066;1397.4
2067;1340.05
2068;1334.45
2069;1335.35
2070;1398.94995
2071;1570.10005
2072;1878.6
2073;2166
2074;2239.6
2075;2255.85
2076;2195.85005
2077;2125.80005
2078;2062.94995
2079;2095.55
2080;2116.65
2081;2146.35
2082;2123.95
2083;2144.2
2084;2363.5
2085;2284.45
2086;2100.24995
2087;1880.05
2088;1698
2089;1514.94995
2090;1378.15
2091;1320.4
2092;1296.9501
2093;1307.7
2094;1380.3
2095;1539.1
2096;1842.95
2097;2136.7
2098;2168.55005
2099;2153.45
2100;2140.75
2101;2065.59995
2102;1980.25
2103;2040.25
2104;2070.69995
2105;2081.34995
2106;2064.54995
2107;2089.15
2108;2328.15
2109;2236.5
2110;2060.3
2111;1822.95
2112;1665.95005
2113;1533.75
2114;1396.1
2115;1318.44995
2116;1289.65
2117;1283.55
2118;1316.65005
2119;1324.85
2120;1489.7999
2121;1658.45
2122;1724.99995
2123;1700.05005
2124;1661.60005
2125;1596.04995
2126;1537.3
2127;1503.50005
2128;1492.85
2129;1517.30005
2130;1560.69995
2131;1643.24995
2132;1942.9
2133;1900.3
2134;1745.15
2135;1590.35
2136;1464.44995
2137;1351.95
2138;1230.00005
2139;1180.25
2140;1143.70005
2141;1139.55
2142;1199.25005
2143;1199.85005
2144;1267.75005
2145;1367.95
2146;1453.99995
2147;1484.7
2148;1461.95
2149;1418.49995
2150;1351.75
2151;1343.69995
2152;1337.9
2153;1353.3
2154;1424.39995
2155;1549.34995
2156;1762.54995
2157;1702.04995
2158;1576.25
2159;1433.25
2160;1268.6
2161;1178.25
2162;1129.7
2163;1118.75005
2164;1131.65
2165;1218.3
2166;1483.8
2167;1817
2168;2143.65
2169;2234.85005
2170;2202.65
2171;2167.1
2172;2046.44995
2173;1985.60005
2174;2063.2001
2175;2085.00005
2176;2076.60005
2177;2075.69995
2178;2038.85005
2179;2115.84995
2180;2303.95
2181;2172.39995
2182;1932.8
2183;1744.7
2184;1565.4
2185;1463.94995
2186;1386.19995
2187;1363.9
2188;1363.35
2189;1423
2190;1651.80005
2191;1952.85
2192;2223.50005
2193;2293.2
2194;2270.05005
2195;2232.15
2196;2119.84995
2197;2056.2
2198;2122.24995
2199;2152.25
2200;2176.55
2201;2147.69995
2202;2101.3501
2203;2149.30005
2204;2321.9
2205;2157.45
2206;1935.09995
2207;1750.7
2208;1547.4
2209;1431.14995
2210;1374.79995
2211;1346
2212;1349.1
2213;1414.40005
2214;1645.89995
2215;1938.00005
2216;2228.95
2217;2344.5
2218;2311.3
2219;2292.59995
2220;2195.45
2221;2145.6
2222;2281.15
2223;2284.35
2224;2304.94995
2225;2212.4
2226;2145.3
2227;2185
2228;2284.70005
2229;2139.4
2230;1900.2
2231;1721.80005
2232;1560.65
2233;1447.40005
2234;1377.40005
2235;1354.05
2236;1359.09995
2237;1408.44995
2238;1628.24995
2239;1919.94995
2240;2232.75
2241;2338.90005
2242;2328.65
2243;2366.8
2244;2251.75
2245;2153.2
2246;2282.75
2247;2300.85
2248;2283.15005
2249;2272.9
2250;2196.84995
2251;2219.89995
2252;2288.5501
2253;2120.95
2254;1916.45
2255;1708
2256;1543.85
2257;1426.59995
2258;1367.9
2259;1332.25
2260;1345.7
2261;1405.25005
2262;1604.65
2263;1923.85
2264;2234.4
2265;2314.3
2266;2334
2267;2269.25
2268;2152.09995
2269;2077.95
2270;2162.69995
2271;2218.8
2272;2144.5
2273;2098.85005
2274;2049.15
2275;2102.35
2276;2250.7
2277;2074.34995
2278;1883.2
2279;1706.35
2280;1554.69995
2281;1426.95005
2282;1350.64995
2283;1309.8
2284;1299.15005
2285;1330.95
2286;1414.25
2287;1515.85
2288;1720.70005
2289;1851.2
2290;1872.8
2291;1795.49995
2292;1670.59995
2293;1619.39995
2294;1576.3
2295;1525.60005
2296;1544.85
2297;1534.65
2298;1620.8
2299;1708.75005
2300;1890.39995
2301;1764.24995
2302;1605.00005
2303;1473.9
2304;1360.60005
2305;1245.75005
2306;1162.84995
2307;1123.04995
2308;1112.65005
2309;1117.5
2310;1158.35
2311;1177.89995
2312;1287.7
2313;1429.8
2314;1554.84995
2315;1616.99995
2316;1618.64995
2317;1608.5501
2318;1500.40005
2319;1484.00005
2320;1481.75005
2321;1433.25
2322;1477.65
2323;1580.49995
2324;1764.1
2325;1714.1
2326;1574.25005
2327;1415.45
2328;1257.75
2329;1175
2330;1128.55
2331;1118.85
2332;1128.30005
2333;1215.79995
2334;1486.55
2335;1821.95
2336;2166.75
2337;2263.55
2338;2256.4
2339;2222.54995
2340;2108.80005
2341;2066.5
2342;2131.05005
2343;2172.85
2344;2157.64995
2345;2131.64995
2346;2061.1
2347;2098.35
2348;2245.75005
2349;2127.99995
2350;1911.9
2351;1705.6
2352;1524.65
2353;1410.2
2354;1341.94995
2355;1318.5
2356;1316.9
2357;1357.3
2358;1608.3
2359;1905.79995
2360;2253.99995
2361;2386.85005
2362;2403.85
2363;2327.45005
2364;2182.69995
2365;2116.85
2366;2195.45
2367;2230.79995
2368;2191.74995
2369;2188.4
2370;2106.09995
2371;2144.9499
2372;2268.95005
2373;2165.80005
2374;1910.35
2375;1711.99995
2376;1529.64995
2377;1401.69995
2378;1325.59995
2379;1323.04995
2380;1323.8
2381;1368.2
2382;1623.49995
2383;1910.40005
2384;2242.55005
2385;2322.75
2386;2243.75
2387;2276.9
2388;2158.45
2389;2102.2
2390;2212.59995
2391;2207.85005
2392;2197.04995
2393;2167.44995
2394;2092.74995
2395;2163.55005
2396;2282.15
2397;2149.3
2398;1936.45
2399;1728.80005
2400;1536.75
2401;1452.2
2402;1385
2403;1368.35
2404;1356
2405;1426.65
2406;1643.05
2407;1931.1
2408;2243.55
2409;2365.05
2410;2383.35
2411;2371.09995
2412;2258.70005
2413;2182.40005
2414;2234.6
2415;2233.29995
2416;2237.24995
2417;2199.9
2418;2144.6
2419;2191.30005
2420;2289.25
2421;2144.69995
2422;1913.3
2423;1728.05
2424;1539.79995
2425;1426.5
2426;1360.5
2427;1339.75
2428;1344.35005
2429;1414.65
2430;1623.89995
2431;1883.75
2432;2198.59995
2433;2325.79995
2434;2313.35005
2435;2315.10005
2436;2201.05005
2437;2078.30005
2438;2132.25
2439;2188.55
2440;2159.25
2441;2137.35
2442;2079.40005
2443;2112.24995
2444;2215.59995
2445;2062.4
2446;1873.24995
2447;1725.00005
2448;1528.99995
2449;1422.2
2450;1341.9
2451;1308.04995
2452;1289.55005
2453;1322.2
2454;1408.95
2455;1518.14995
2456;1723.70005
2457;1823.55005
2458;1896.64995
2459;1829.69995
2460;1747.55
2461;1724.95
2462;1667.24995
2463;1618.04995
2464;1598.15
2465;1586.90005
2466;1648.35
2467;1713.49995
2468;1870.35
2469;1778.39995
2470;1636.25
2471;1484.4
2472;1383.85005
2473;1251.45
2474;1179.85
2475;1159.15005
2476;1133.49995
2477;1141.85
2478;1189.45005
2479;1198.74995
2480;1318.7
2481;1433.95
2482;1537.65
2483;1592.85
2484;1635
2485;1555.55
2486;1439.95
2487;1456.3
2488;1472.7
2489;1475.85
2490;1491.2
2491;1579.75005
2492;1727.09995
2493;1712.70005
2494;1560.45
2495;1393.49995
2496;1262.2
2497;1162.75
2498;1115.75
2499;1090.54995
2500;1109.09995
2501;1185.6
2502;1472.10005
2503;1782.3
2504;2124.40005
2505;2267.99995
2506;2295.35
2507;2239.84995
2508;2121.25
2509;2068.94995
2510;2156.75005
2511;2127.85
2512;2082.2
2513;2053.35
2514;1984.45
2515;2001.99995
2516;2139.80005
2517;2088.35
2518;1890.59995
2519;1694.64995
2520;1512.99995
2521;1409.4
2522;1347.79995
2523;1332.95
2524;1330
2525;1408.35
2526;1629.65
2527;1883.09995
2528;2180.90005
2529;2272.54995
2530;2223.65
2531;2215.7
2532;2091.14995
2533;2040.1
2534;2135.4
2535;2118.6
2536;2136.7
2537;2090.2
2538;2021.24995
2539;2078.75
2540;2245.25
2541;2140.15
2542;1897.49995
2543;1726.34995
2544;1552.85005
2545;1430.49995
2546;1359.50005
2547;1350.5
2548;1347.65
2549;1413.3
2550;1632.34995
2551;1919.65
2552;2188.6
2553;2250.7
2554;2224.80005
2555;2203.64995
2556;2077.19995
2557;2040.05
2558;2105.8
2559;2139.09995
2560;2141.05
2561;2097.19995
2562;2045.54995
2563;2076.4
2564;2197.8
2565;2126.65
2566;1898.7
2567;1711.94995
2568;1530.95005
2569;1399.45005
2570;1336.49995
2571;1314.45
2572;1306.3
2573;1363.95005
2574;1584.6001
2575;1784.95005
2576;2082.99995
2577;2204.25
2578;2173.9
2579;2140.04995
2580;2042.10005
2581;1977.55005
2582;2043.5
2583;2067.8
2584;2056.1
2585;2050.09995
2586;2003.95005
2587;2004.85005
2588;2142.8
2589;2071.95
2590;1854.64995
2591;1690.7
2592;1489.3
2593;1375.1
2594;1307.09995
2595;1281.55
2596;1285.25
2597;1339.95005
2598;1506.15005
2599;1721.64995
2600;2007.1
2601;2099.45
2602;2058.8
2603;2053.8
2604;1946.75
2605;1880.15005
2606;1904.85
2607;1895.85
2608;1883.25
2609;1855.24995
2610;1808.75005
2611;1855.45
2612;1965.20005
2613;1905.15
2614;1714.5
2615;1577.35
2616;1433.15005
2617;1290.44995
2618;1206.65
2619;1175.05
2620;1151.15
2621;1163
2622;1197.59995
2623;1252.5
2624;1391.95
2625;1499.09995
2626;1506.70005
2627;1483.95
2628;1447.1
2629;1411.45
2630;1382.3
2631;1369.1
2632;1334.50005
2633;1363.05
2634;1430.05
2635;1532.15
2636;1661.3
2637;1596.7
2638;1456.1
2639;1314.8
2640;1199.65005
2641;1087.05005
2642;1003.35
2643;970.50005
2644;954.54995
2645;968.45
2646;990.2
2647;980.90005
2648;1078.35
2649;1185.45
2650;1272.74995
2651;1310.85
2652;1318.3
2653;1225.89995
2654;1088.64995
2655;1079.74995
2656;1089.2
2657;1099.35005
2658;1123.1
2659;1196.94995
2660;1356.3
2661;1406.29995
2662;1326.1
2663;1216.89995
2664;1094.55005
2665;985.75
2666;952.70005
2667;932.49995
2668;932.15
2669;956.20005
2670;993.65
2671;981.85
2672;1093.94995
2673;1185.35
2674;1279.25
2675;1281.8
2676;1276.84995
2677;1218.75
2678;1164.89995
2679;1113.35
2680;1141.14995
2681;1179.3
2682;1248.8
2683;1357.6
2684;1496.54995
2685;1499.65
2686;1373.74995
2687;1244.15
2688;1118.79995
2689;1015.19995
2690;979.35
2691;965.65
2692;985.5
2693;1049.70005
2694;1241.99995
2695;1488.55005
2696;1830.9
2697;2036.40005
2698;2092.75
2699;2119.80005
2700;2036.4
2701;1934.35
2702;1972.89995
2703;1968
2704;2019.50005
2705;1958.65005
2706;1862.85
2707;1886.29995
2708;1969.35
2709;1865.2
2710;1667.80005
2711;1524.20005
2712;1366.25
2713;1261.05
2714;1194.45
2715;1164.45005
2716;1164.55
2717;1201.9
2718;1379.7
2719;1594.89995
2720;1914.65
2721;2058.45
2722;2072.34995
2723;2063.75
2724;1962.3
2725;1897.89995
2726;1962.25
2727;1961.6
2728;1941.35
2729;1893.05
2730;1838.59995
2731;1855.95
2732;1933.95
2733;1869.35
2734;1674.35005
2735;1503.45
2736;1372.5
2737;1265.8
2738;1201.15
2739;1162.90005
2740;1135.8
2741;1137.7
2742;1154.15
2743;1171.85
2744;1285.7
2745;1374.45
2746;1413.95
2747;1417.1
2748;1427.59995
2749;1380.6
2750;1364.85
2751;1341.6
2752;1342.85
2753;1298.64995
2754;1382.6
2755;1472.65005
2756;1619.35
2757;1612.45
2758;1495.95005
2759;1368.64995
2760;1232.59995
2761;1125.35
2762;1066.40005
2763;1047.4
2764;1042.09995
2765;1112.79995
2766;1240.0499
2767;1411.85
2768;1641.75
2769;1784.50005
2770;1784.25
2771;1788.95005
2772;1775.95
2773;1716.1
2774;1689.34995
2775;1749.8
2776;1733.5
2777;1695.1
2778;1697.89995
2779;1730.95
2780;1783.7
2781;1772.75
2782;1613.14995
2783;1459.6
2784;1318.0999
2785;1219.95
2786;1161.25
2787;1131.7
2788;1135.8499
2789;1164.79995
2790;1211.1
2791;1306.8
2792;1450.64995
2793;1522.15
2794;1555.05
2795;1536.89995
2796;1477.75
2797;1455.94995
2798;1420.6
2799;1418.1
2800;1413.54995
2801;1393.90005
2802;1446.65
2803;1532.25005
2804;1633.79995
2805;1643.5
2806;1493.20005
2807;1350.7
2808;1245.99995
2809;1126.35
2810;1067.65005
2811;1048.5
2812;1035.7
2813;1054.99995
2814;1040.79995
2815;1067.8
2816;1181.3
2817;1258.9
2818;1302.95005
2819;1374.5
2820;1406.45
2821;1390.30005
2822;1384.29995
2823;1378.25005
2824;1346.05
2825;1352.44995
2826;1359.79995
2827;1416.35005
2828;1530.54995
2829;1560.85
2830;1460.35
2831;1317.19995
2832;1183.80005
2833;1083.6
2834;1054.24995
2835;1040.5
2836;1050.59995
2837;1132.95
2838;1329.3
2839;1627.05
2840;1955.2
2841;2114.05
2842;2114.5
2843;2121.4999
2844;2028.79995
2845;1982.2
2846;2066.5
2847;2085.1
2848;2087.55
2849;1943.75
2850;1898.8
2851;1921.5
2852;2001.25
2853;1979.09995
2854;1771.35
2855;1585.5
2856;1444.80005
2857;1310.39995
2858;1250.45
2859;1233.1
2860;1245.89995
2861;1313.20005
2862;1475.44995
2863;1764.09995
2864;2049.49995
2865;2140.7
2866;2164.54995
2867;2099.15
2868;1999.85005
2869;1925.75
2870;2011.2
2871;2000.40005
2872;1996.75005
2873;1965.1
2874;1880.10005
2875;1914.85
2876;1967.3
2877;1969.4
2878;1716.85
2879;1549.8
2880;1431.09995
2881;1320.20005
2882;1251
2883;1200.6
2884;1183.14995
2885;1168.65
2886;1094.3
2887;1110.95005
2888;1196.95
2889;1290.45
2890;1355.6
2891;1355.25
2892;1378.85005
2893;1339.6
2894;1251.00005
2895;1248.60005
2896;1178.85
2897;1224.55005
2898;1268.15005
2899;1381.19995
2900;1524.65
2901;1619.7
2902;1504.95005
2903;1357.65
2904;1225.00005
2905;1127.65
2906;1068.1
2907;1050.45
2908;1062.25005
2909;1149.3
2910;1368.29995
2911;1718.95
2912;2033.95
2913;2125.89995
2914;2130.65005
2915;2129.79995
2916;2031.40005
2917;1992.1499
2918;2078.14995
2919;2117.10005
2920;2100.24995
2921;2038.50005
2922;1976.45
2923;2008.30005
2924;2073.00005
2925;2051.25
2926;1839.45005
2927;1665.80005
2928;1482.85
2929;1365.89995
2930;1301.65
2931;1278.15
2932;1279.70005
2933;1345.5
2934;1500.80005
2935;1785.55
2936;2083.2
2937;2199.3
2938;2197.25
2939;2193.4
2940;2095.59995
2941;2085.65
2942;2203.45
2943;2203.9
2944;2182.49995
2945;2093.1
2946;2018.05
2947;2041.35005
2948;2089.3
2949;2049.05
2950;1823.64995
2951;1654.64995
2952;1513.1
2953;1395.44995
2954;1333.69995
2955;1316.50005
2956;1301.95
2957;1334.65
2958;1346.40005
2959;1481.50005
2960;1677.05005
2961;1814.75
2962;1859.24995
2963;1837.75
2964;1794.69995
2965;1673.34995
2966;1658.10005
2967;1548.09995
2968;1554.85
2969;1567
2970;1603.35005
2971;1690.44995
2972;1750.35
2973;1752.45
2974;1580.94995
2975;1447.25
2976;1322.94995
2977;1203
2978;1134.5
2979;1104.85
2980;1098.6
2981;1117.25
2982;1100.9
2983;1123.04995
2984;1267.8
2985;1385.94995
2986;1486.39995
2987;1557
2988;1543
2989;1464.1
2990;1388.95005
2991;1381.84995
2992;1386.35
2993;1344.25005
2994;1448.35
2995;1539.7
2996;1633.4
2997;1695.25
2998;1550.35
2999;1396.8
3000;1259.84995
3001;1153.55
3002;1109.44995
3003;1106.45
3004;1110.3
3005;1186.95005
3006;1382.65005
3007;1724
3008;2089.65
3009;2211.94995
3010;2184.75
3011;2132.4
3012;2067.14995
3013;2000.45
3014;2060.79995
3015;2096.64995
3016;2095.05
3017;2074.35
3018;1975.44995
3019;2001.15
3020;2073.3
3021;2082.05
3022;1876.20005
3023;1708.4
3024;1502.15
3025;1388.99995
3026;1316.80005
3027;1307.95
3028;1311.15
3029;1357.5
3030;1500.15
3031;1847.25
3032;2145.55
3033;2248.64995
3034;2202.65
3035;2191.35005
3036;2112.35
3037;2092.7
3038;2113.89995
3039;2140.3
3040;2148.69995
3041;2092.90005
3042;2020.75
3043;2074.5
3044;2153.59995
3045;2161.1
3046;1951.2
3047;1752.8
3048;1585.05
3049;1428.95
3050;1375.3
3051;1344.05005
3052;1352.6
3053;1400.44995
3054;1540.35
3055;1865.2
3056;2193
3057;2307.95
3058;2290.15
3059;2282.7
3060;2185.09995
3061;2119.55
3062;2224.9
3063;2246.6
3064;2235.00005
3065;2183.85
3066;2139.14995
3067;2178.25
3068;2226.1
3069;2154.14995
3070;1915.14995
3071;1724.99995
3072;1560.79995
3073;1426.1
3074;1359.90005
3075;1341.85
3076;1336.40005
3077;1372.5
3078;1529.49995
3079;1881.7
3080;2209.10005
3081;2347.65
3082;2353.1
3083;2349.59995
3084;2191
3085;2114.10005
3086;2147.1
3087;2158.25
3088;2120.04995
3089;2054.45
3090;2006.35005
3091;2020.1
3092;2092.15
3093;2114.45
3094;1900.55005
3095;1713.55
3096;1545.64995
3097;1434.25
3098;1370.1
3099;1339.65
3100;1351.89995
3101;1418.89995
3102;1552.3
3103;1893.1
3104;2148.15
3105;2245.65
3106;2215.55005
3107;2196.75005
3108;2081.1
3109;2024.24995
3110;2109.39995
3111;2108.15
3112;2088.85005
3113;2011.49995
3114;1971.05
3115;2003.65
3116;2076.40005
3117;2086.85
3118;1894.4
3119;1737.05
3120;1569.95
3121;1440.54995
3122;1349.35005
3123;1308.99995
3124;1305.4
3125;1316.45005
3126;1311.35005
3127;1458.65
3128;1643.34995
3129;1779.24995
3130;1803.70005
3131;1736.70005
3132;1666.89995
3133;1575.35
3134;1550.5
3135;1590.1
3136;1549.2
3137;1540.00005
3138;1616.24995
3139;1650.65
3140;1706.14995
3141;1692.04995
3142;1544.8
3143;1433.4
3144;1311.25
3145;1193
3146;1129.85005
3147;1084.05005
3148;1073.95
3149;1075.4
3150;1066.15
3151;1129.25
3152;1256.74995
3153;1414.50005
3154;1544.1999
3155;1595.95
3156;1566.45
3157;1458.84995
3158;1363.55005
3159;1375.55
3160;1389.6
3161;1392.15005
3162;1412.54995
3163;1499.45005
3164;1581.34995
3165;1645.35
3166;1533.8
3167;1388.15
3168;1263.54995
3169;1178.00005
3170;1135.1
3171;1117.15005
3172;1134.55005
3173;1204.4
3174;1397.85005
3175;1749.65005
3176;2087.75005
3177;2243.85
3178;2269.2
3179;2252.65
3180;2166.9
3181;2100.14995
3182;2197.40005
3183;2215.8
3184;2190.99995
3185;2107.74995
3186;2052.25005
3187;2042.99995
3188;2088.65
3189;2093.40005
3190;1895.5
3191;1695.00005
3192;1568.94995
3193;1443.45
3194;1352.69995
3195;1330.55
3196;1335.5
3197;1390.75
3198;1495.75
3199;1828.55
3200;2107.99995
3201;2207.00005
3202;2234.2
3203;2209.9
3204;2140.3
3205;2084.1
3206;2177.55
3207;2192.64995
3208;2168.30005
3209;2101.55
3210;2044.55
3211;2074.60005
3212;2104
3213;2097.65
3214;1883.6
3215;1687.34995
3216;1550.85
3217;1403.39995
3218;1351.35
3219;1338.3
3220;1342.84995
3221;1387.14995
3222;1515.05
3223;1857.15005
3224;2140.69995
3225;2276.05
3226;2309.2
3227;2298.19995
3228;2262.75005
3229;2192.49995
3230;2252.7
3231;2208.35
3232;2198.65
3233;2167.34995
3234;2081.60005
3235;2117.5
3236;2155.25
3237;2149.75
3238;1945.64995
3239;1740.05
3240;1553.14995
3241;1443.25
3242;1373.49995
3243;1336.04995
3244;1348.0999
3245;1391.54995
3246;1496.15
3247;1841.35005
3248;2155.05
3249;2251.49995
3250;2258.09995
3251;2230.65005
3252;2090.25
3253;2014.45005
3254;2133.69995
3255;2147.05005
3256;2154.75
3257;2092.80005
3258;2026.05005
3259;2059.90005
3260;2094.35
3261;2107.3
3262;1926.75
3263;1740.65
3264;1559.29995
3265;1446.39995
3266;1391.65
3267;1373.65
3268;1372.15
3269;1400.4
3270;1517.35005
3271;1877.5
3272;2136.2
3273;2240.55
3274;2223.44995
3275;2199.7
3276;2137.69995
3277;2037.4
3278;2103.84995
3279;2129.15005
3280;2128.34995
3281;2060.4
3282;2002.55
3283;2038.3
3284;2070.70005
3285;2050.4
3286;1849.34995
3287;1695.30005
3288;1514.65
3289;1398.50005
3290;1311.3
3291;1276.5
3292;1249.00005
3293;1284.65
3294;1288.05
3295;1454.69995
3296;1652.05
3297;1792.04995
3298;1850.15005
3299;1801.69995
3300;1736.14995
3301;1636.49995
3302;1586.49995
3303;1564.59995
3304;1543.9
3305;1601
3306;1598.8
3307;1700.55005
3308;1757
3309;1736.60005
3310;1594.4
3311;1472.89995
3312;1335.75005
3313;1227.24995
3314;1144.65
3315;1106.99995
3316;1088.75005
3317;1108.15005
3318;1061.89995
3319;1114.24995
3320;1238.75
3321;1405.24995
3322;1527.85
3323;1534.7999
3324;1573.65
3325;1449.55
3326;1428.74995
3327;1385.7
3328;1345.80005
3329;1358.00005
3330;1420.75
3331;1519.2
3332;1594.5
3333;1648.05005
3334;1535.65
3335;1406.05
3336;1243.6
3337;1140.90005
3338;1087.7
3339;1079.4
3340;1093.00005
3341;1149.65
3342;1349.05
3343;1693.35
3344;2042
3345;2200.00005
3346;2188.75
3347;2163.6
3348;2087.4999
3349;2070.4
3350;2128.8501
3351;2141.95
3352;2149.2
3353;2048.15
3354;1959.99995
3355;2007
3356;2018.90005
3357;2033.7
3358;1824.14995
3359;1645.25
3360;1481.4
3361;1353.60005
3362;1291.45
3363;1273.19995
3364;1278.1
3365;1329.95
3366;1445.45
3367;1790.25005
3368;2158.1
3369;2259.5
3370;2229.25
3371;2225.89995
3372;2147.9
3373;2056.95005
3374;2123.15
3375;2115.2
3376;2098.7001
3377;2044.70005
3378;1977.24995
3379;1998.3
3380;2016.9
3381;2053.4
3382;1872.95
3383;1683.79995
3384;1489.25
3385;1371.3
3386;1308.4
3387;1284.19995
3388;1285
3389;1346.9
3390;1449.4
3391;1767.35
3392;2090.6501
3393;2156.49995
3394;2149.95
3395;2172.60005
3396;2073.8
3397;2002.85005
3398;2068.95
3399;2083.24995
3400;2089.15
3401;2043.05
3402;1976.55
3403;2018.55
3404;2020.65
3405;2034.70005
3406;1863.29995
3407;1684.84995
3408;1519.40005
3409;1392.35005
3410;1319.4
3411;1296.35
3412;1305.1
3413;1345.3
3414;1454.5
3415;1756.29995
3416;2053.70005
3417;2131.59995
3418;2129.04995
3419;2129.75
3420;2046.5
3421;2008.95005
3422;2093.35005
3423;2103.45
3424;2073.7
3425;2033.0501
3426;2007.9
3427;2013.30005
3428;2026
3429;2045.1
3430;1878.8
3431;1699.20005
3432;1507.45
3433;1397.35
3434;1333.50005
3435;1313.80005
3436;1325.4
3437;1356.45
3438;1468.49995
3439;1787.9
3440;2037.55
3441;2159.75
3442;2151.7499
3443;2160.05
3444;2077.25
3445;2003.65005
3446;2090.55
3447;2108.85
3448;2091.3
3449;2050.2
3450;2010.29995
3451;2005.79995
