time;Potenza [kW]
3452;2002.39995
3453;2008.15
3454;1844.80005
3455;1687.45005
3456;1522.09995
3457;1392.90005
3458;1314.8
3459;1295
3460;1279.45
3461;1289.05
3462;1256.80005
3463;1399.15005
3464;1590.19995
3465;1708.6
3466;1720.34995
3467;1703.54995
3468;1639.25
3469;1555.19995
3470;1509.1
3471;1516.65
3472;1548.65
3473;1572.95
3474;1599.35
3475;1647.35
3476;1670.35
3477;1672.50005
3478;1547.24995
3479;1416.90005
3480;1321.15
3481;1206.7
3482;1143.90005
3483;1113.35005
3484;1096.5
3485;1113.55005
3486;1076.65
3487;1128.35
3488;1224.44995
3489;1348.75
3490;1434.84995
3491;1453.05005
3492;1473.15
3493;1440.6
3494;1369.85
3495;1356.25005
3496;1342.30005
3497;1361.30005
3498;1368.6
3499;1460.05
3500;1537.4
3501;1587.00005
3502;1507.44995
3503;1382.95
3504;1233.90005
3505;1147.4
3506;1111.10005
3507;1089.55
3508;1091.6
3509;1162.7
3510;1319.69995
3511;1641.70005
3512;1973.9001
3513;2130.60005
3514;2188.25
3515;2190.25
3516;2137.99995
3517;2092.95
3518;2141.30005
3519;2149.39995
3520;2105.25
3521;2044.3
3522;1962.45005
3523;1973.55005
3524;1979.59995
3525;1968.55
3526;1778.6
3527;1626.29995
3528;1466.7
3529;1369.55
3530;1310.95
3531;1297.00005
3532;1292.7
3533;1325.55
3534;1439.20005
3535;1748.45
3536;2085.65
3537;2186.7
3538;2181.4
3539;2202.14995
3540;2110.55
3541;2050.20005
3542;2098.65005
3543;2090.14995
3544;2158.85
3545;2092.4
3546;2016.44995
3547;2045.15
3548;2028.55005
3549;2001.95005
3550;1817.75
3551;1636.89995
3552;1460.70005
3553;1359.64995
3554;1297.74995
3555;1274.35
3556;1276.05005
3557;1325.7
3558;1437.4
3559;1771.7
3560;2063.95005
3561;2198.75
3562;2196.4
3563;2194.2
3564;2052.65
3565;2003.95005
3566;2092.55
3567;2095.19995
3568;2110.25
3569;2061.35
3570;1992.9001
3571;2037.50005
3572;2050.45005
3573;2042.55
3574;1872.55
3575;1682.19995
3576;1499.25005
3577;1394.44995
3578;1323.35
3579;1297.35
3580;1287.5
3581;1353.35
3582;1468.69995
3583;1793.35
3584;2092.29995
3585;2215.2
3586;2187.2
3587;2179.15
3588;2095.79995
3589;2057.20005
3590;2089.95
3591;2158.35
3592;2169.9
3593;2100.25005
3594;2007.85
3595;2035.14995
3596;2025.8
3597;2022.55
3598;1863.9
3599;1684.79995
3600;1518.35005
3601;1400.5
3602;1339.10005
3603;1313.8
3604;1298.55005
3605;1339.05
3606;1429.84995
3607;1767.85
3608;2072.85
3609;2165
3610;2116.6501
3611;2148.75
3612;2078.8
3613;2013.7
3614;2041.59995
3615;2084.19995
3616;2054.75
3617;1997.85005
3618;1955.85005
3619;1973.05
3620;1945.75
3621;1931.3
3622;1813.94995
3623;1679.15005
3624;1477.65
3625;1365.05
3626;1286.5
3627;1248.95
3628;1234.4
3629;1225.95
3630;1185.19995
3631;1346.45005
3632;1500.35005
3633;1598.05005
3634;1642.85
3635;1624.74995
3636;1571.34995
3637;1533.15
3638;1479.39995
3639;1451.05
3640;1452.84995
3641;1436.1
3642;1492.05
3643;1536.65
3644;1566.14995
3645;1588.2
3646;1505.05
3647;1408.85
3648;1275.24995
3649;1194.55005
3650;1127.25
3651;1083.1
3652;1062.59995
3653;1060.40005
3654;987.25005
3655;1049.35
3656;1172.95
3657;1276.75
3658;1333.70005
3659;1380.15
3660;1391.14995
3661;1324.45005
3662;1275.19995
3663;1282.10005
3664;1263.35
3665;1270.25
3666;1322.25
3667;1397.55005
3668;1453.5
3669;1544.19995
3670;1496.04995
3671;1349.19995
3672;1215.49995
3673;1126.55
3674;1063.85
3675;1045.55005
3676;1057.45
3677;1118.64995
3678;1271.75005
3679;1570
3680;1852.1
3681;2011.20005
3682;2029.75
3683;2035.40005
3684;1969.7
3685;1946.89995
3686;2013.24995
3687;2076.4
3688;2092.2
3689;2062
3690;2002.20005
3691;1992.05
3692;1996.6
3693;2006.3
3694;1854.55
3695;1676.25005
3696;1505.65
3697;1403.35005
3698;1332.24995
3699;1324
3700;1315.44995
3701;1356.35
3702;1465.05
3703;1783.6
3704;2054.3
3705;2177.55
3706;2200.04995
3707;2201.79995
3708;2139.55
3709;2109.85005
3710;2179.50005
3711;2218.94995
3712;2237.4
3713;2194.65
3714;2130.04995
3715;2102.1
3716;2075.6
3717;2068.50005
3718;1917.8
3719;1735.60005
3720;1569.25005
3721;1450.65
3722;1389.05
3723;1371.29995
3724;1365.4
3725;1416.75
3726;1494.94995
3727;1793.9
3728;2074.9001
3729;2217.25005
3730;2253.85
3731;2249.6
3732;2188.3
3733;2112.75
3734;2182.64995
3735;2239.20005
3736;2255.84995
3737;2194.2
3738;2126.4
3739;2084.8
3740;2075.8
3741;2061.35
3742;1906.7
3743;1735.35005
3744;1571.1
3745;1449.7
3746;1393.05005
3747;1353
3748;1347.8
3749;1387.55
3750;1483.2
3751;1784.05
3752;2074.00005
3753;2210.7
3754;2215.55
3755;2254.29995
3756;2176.29995
3757;2127.5
3758;2184.55
3759;2257.45
3760;2255.79995
3761;2200.60005
3762;2104.09995
3763;2062.34995
3764;2032.45
3765;2022.15
3766;1876.40005
3767;1713.3
3768;1552.35
3769;1430.5
3770;1360.24995
3771;1337.90005
3772;1343.00005
3773;1407.5
3774;1490.85
3775;1783.55
3776;2060
3777;2182.35005
3778;2224.25
3779;2251.7
3780;2177.2
3781;2130.7
3782;2171.8
3783;2209.55
3784;2208.39995
3785;2145.19995
3786;2106.84995
3787;2098.2
3788;2047.49995
3789;2014.85
3790;1873.95
3791;1702.55
3792;1556.00005
3793;1450.45
3794;1374.15
3795;1348.1
3796;1318.85
3797;1328
3798;1294.65
3799;1440.84995
3800;1638.4999
3801;1749.49995
3802;1792.44995
3803;1779.35
3804;1729.5
3805;1659.2
3806;1644.75
3807;1648.05
3808;1629.3
3809;1680.35005
3810;1731.55
3811;1761.05
3812;1756.14995
3813;1746.9
3814;1679.7
3815;1553.90005
3816;1408.50005
3817;1304.40005
3818;1235.04995
3819;1196.9
3820;1181.1
3821;1176.7
3822;1129.49995
3823;1200.7001
3824;1324.6
3825;1408.34995
3826;1503.50005
3827;1520.95
3828;1547.44995
3829;1524.69995
3830;1477.3
3831;1460.35
3832;1488.95
3833;1538.65005
3834;1603.60005
3835;1651.6
3836;1686.00005
3837;1718.29995
3838;1666.25005
3839;1537.35
3840;1386.85005
3841;1296.3
3842;1237.65005
3843;1193.25
3844;1217.2
3845;1279.39995
3846;1423.95005
3847;1727.34995
3848;2051.9
3849;2214.3
3850;2272.24995
3851;2320.59995
3852;2292.79995
3853;2254.2
3854;2364.50005
3855;2345.59995
3856;2365.34995
3857;2330.64995
3858;2244.35005
3859;2210.24995
3860;2122.79995
3861;2120.85005
3862;1968.10005
3863;1807.30005
3864;1633.45005
3865;1542.25005
3866;1469.05
3867;1438.35005
3868;1416.05
3869;1455.79995
3870;1563.94995
3871;1855.59995
3872;2171.99995
3873;2315.75
3874;2375.19995
3875;2425.8
3876;2391.09995
3877;2325.05
3878;2394.85
3879;2409.19995
3880;2437.6
3881;2388.89995
3882;2318.19995
3883;2297.35
3884;2235.25
3885;2206.00005
3886;2065.55
3887;1892.65
3888;1700.9
3889;1575.65
3890;1514.59995
3891;1480.4
3892;1475.14995
3893;1510.15
3894;1629.89995
3895;1901.2
3896;2234.85
3897;2376.6
3898;2461.6
3899;2465.6
3900;2440.79995
3901;2345.5
3902;2445.65
3903;2481.89995
3904;2460.8
3905;2417.05
3906;2321.95
3907;2266.05005
3908;2198
3909;2181.15
3910;2044.7
3911;1866.85
3912;1686.15
3913;1561.05
3914;1481.9
3915;1474.9
3916;1460.54995
3917;1493.19995
3918;1588.45005
3919;1869.34995
3920;2172.50005
3921;2318.3
3922;2372.9
3923;2395.19995
3924;2348.5
3925;2298.35
3926;2358.60005
3927;2389.15
3928;2400.55005
3929;2363.55
3930;2292.5
3931;2283.45
3932;2210.54995
3933;2174
3934;2058.10005
3935;1874.10005
3936;1667.5
3937;1554.05
3938;1471.35005
3939;1429.30005
3940;1416.2
3941;1443.7999
3942;1496.65
3943;1750.6
3944;2049.45
3945;2204.35
3946;2269.1
3947;2308.29995
3948;2274.6
3949;2254.35005
3950;2332.4
3951;2342.5
3952;2331.95
3953;2317.40005
3954;2233.5
3955;2209.90005
3956;2147.20005
3957;2086.15
3958;1963.7
3959;1787.85005
3960;1617.40005
3961;1493
3962;1428.1
3963;1392.79995
3964;1373.1999
3965;1379.2
3966;1366.55005
3967;1548.29995
3968;1742.69995
3969;1894.55
3970;1968.14995
3971;1992.79995
3972;1947.04995
3973;1899.55
3974;1841.09995
3975;1828.14995
3976;1846.9
3977;1891.7
3978;1907.79995
3979;1933.9
3980;1899.64995
3981;1885.65
3982;1809.09995
3983;1660.70005
3984;1498.70005
3985;1394.34995
3986;1303.1
3987;1257.5
3988;1245.94995
3989;1236.2
3990;1182.55
3991;1262.25
3992;1371.50005
3993;1481.75
3994;1586.65
3995;1610.84995
3996;1644.45
3997;1620.50005
3998;1570.55005
3999;1572.4
4000;1574.4
4001;1614.05
4002;1647.65
4003;1720.25
4004;1753.90005
4005;1794.85
4006;1791.24995
4007;1663.55
4008;1477.95
4009;1371.54995
4010;1304.7
4011;1274.75
4012;1263.15
4013;1331.35005
4014;1471.54995
4015;1799.5
4016;2136.65
4017;2336.24995
4018;2385.45
4019;2403.3
4020;2388.29995
4021;2369.9
4022;2476.4
4023;2515.15005
4024;2539
4025;2498.8
4026;2411.55
4027;2355.25
4028;2301
4029;2268.49995
4030;2144.49995
4031;1977.99995
4032;1777.6
4033;1666.74995
4034;1594.05
4035;1563.05
4036;1567.3
4037;1606.6001
4038;1691.1
4039;1964.75
4040;2305.1
4041;2484.80005
4042;2549.34995
4043;2585.25
4044;2523.34995
4045;2512.7
4046;2603.35005
4047;2610.80005
4048;2592.45005
4049;2574.70005
4050;2480.65
4051;2441.5
4052;2343.1
4053;2314.74995
4054;2204.75005
4055;2016.5
4056;1826.05
4057;1685.60005
4058;1599.35
4059;1577.54995
4060;1560.4
4061;1590.5
4062;1686.1
4063;1986.25005
4064;2297.09995
4065;2473.30005
4066;2557.00005
4067;2600.9
4068;2560.5
4069;2548.34995
4070;2615.1
4071;2659.04995
4072;2646.75005
4073;2590.5
4074;2509.15
4075;2444.25
4076;2364.05
4077;2316.75005
4078;2172.65
4079;2005.05
4080;1819.7
4081;1682.85005
4082;1613.8
4083;1567.4
4084;1535.2
4085;1579.45
4086;1663.54995
4087;1938.4
4088;2271.25
4089;2443.75005
4090;2507.69995
4091;2551.60005
4092;2525.55005
4093;2491.49995
4094;2583.15
4095;2606.44995
4096;2609.55005
4097;2560.55
4098;2469.95005
4099;2423.54995
4100;2340.05
4101;2306.00005
4102;2173.75
4103;2012.35
4104;1817.14995
4105;1703.9
4106;1629.7
4107;1596.85005
4108;1587.85005
4109;1629.69995
4110;1713.3
4111;1974.04995
4112;2307.79995
4113;2485.7
4114;2556.69995
4115;2604.45005
4116;2577.34995
4117;2551.30005
4118;2577.79995
4119;2595.05005
4120;2633.65005
4121;2581.55005
4122;2497.9
4123;2423.2
4124;2325.99995
4125;2300.75
4126;2181.85
4127;2003.4
4128;1836.35
4129;1715.74995
4130;1613.3
4131;1550.80005
4132;1527.84995
4133;1513.50005
4134;1496.39995
4135;1645.15005
4136;1830.55
4137;1991.35
4138;2038.1
4139;2031.15
4140;2012.74995
4141;1981.2
4142;1919.25
4143;1879.7001
4144;1865.75
4145;1825.65
4146;1860.15
4147;1935.25
4148;1863.7
4149;1834.35005
4150;1769.65
4151;1652.75005
4152;1505.15005
4153;1414.64995
4154;1349.04995
4155;1294.74995
4156;1267.45
4157;1265.8
4158;1218.3
4159;1295.75
4160;1415.05
4161;1501.44995
4162;1572.8
4163;1612.79995
4164;1625.80005
4165;1646.14995
4166;1575.95
4167;1590.75
4168;1599.4
4169;1606.25
4170;1656.84995
4171;1702.6
4172;1735.94995
4173;1800.65
4174;1793.15
4175;1663.55
4176;1513.3
4177;1398.4
4178;1348.9
4179;1309.8
4180;1316.94995
4181;1374.20005
4182;1523.89995
4183;1838.34995
4184;2158.6
4185;2360.85
4186;2417.99995
4187;2472.49995
4188;2427.10005
4189;2397.30005
4190;2497.49995
4191;2533
4192;2521.55
4193;2499.15
4194;2420.4501
4195;2394.7
4196;2335.1
4197;2309.3
4198;2193.9
4199;2006.3
4200;1837.39995
4201;1700.4
4202;1607.75
4203;1581.5
4204;1557.14995
4205;1589.65
4206;1672.15
4207;1978.60005
4208;2325.6
4209;2518.85
4210;2598.85
4211;2647.5
4212;2630.45
4213;2599.1
4214;2684.10005
4215;2721.70005
4216;2740.7
4217;2703.65
4218;2658.55
4219;2598.60005
4220;2523.3
4221;2483.79995
4222;2345.15
4223;2171.25
4224;1966.34995
4225;1803.7499
4226;1736.14995
4227;1675.65
4228;1659.19995
4229;1690.1
4230;1777.20005
4231;2082.7
4232;2423.7
4233;2623.3
4234;2721.15
4235;2788.7
4236;2771.95
4237;2761.50005
4238;2860.25
4239;2866.15005
4240;2883.34995
4241;2847.34995
4242;2750.60005
4243;2709.1
4244;2638.9
4245;2597.6
4246;2477.8
4247;2306.5
4248;2096.80005
4249;1930.65005
4250;1836.34995
4251;1778.4
4252;1761.05005
4253;1768.45
4254;1845.7
4255;2140.75
4256;2465.8
4257;2698.10005
4258;2804.8
4259;2894.14995
4260;2888.50005
4261;2878.4
4262;2965.1
4263;2986.9
4264;2982.2
4265;2953.05005
4266;2855.35
4267;2812.15
4268;2719.15
4269;2690.45
4270;2592.30005
4271;2413.40005
4272;2158.25
4273;2004.9
4274;1902.55
4275;1844.00005
4276;1814.05
4277;1813.75
4278;1877.2
4279;2170.20005
4280;2513.60005
4281;2725.3
4282;2862.25
4283;2940.39995
4284;2951.9
4285;2923.10005
4286;2979.20005
4287;2980.34995
4288;2964.45005
4289;2916.99995
4290;2821.55005
4291;2773.8
4292;2690
4293;2626.4
4294;2497.50005
4295;2294.95005
4296;2100.2
4297;1943.1
4298;1849.34995
4299;1790.80005
4300;1741.5
4301;1723.95
4302;1663.50005
4303;1800.65005
4304;1963.49995
4305;2080.75
4306;2150
4307;2142.60005
4308;2129.34995
4309;2108.05
4310;2097.40005
4311;2088.95
4312;2100.80005
4313;2135.20005
4314;2165.64995
4315;2188.9
4316;2153.55005
4317;2123.1
4318;2087.15005
4319;1941.25
4320;1803.25
4321;1677.55
4322;1577.35
4323;1502.69995
4324;1456.85
4325;1439.95005
4326;1372.9
4327;1446.1
4328;1555.99995
4329;1671.4
4330;1764.44995
4331;1810.84995
4332;1879.2
4333;1877.79995
4334;1863.05005
4335;1873.25
4336;1902.39995
4337;1937.9
4338;1988
4339;2029.75
4340;2045.04995
4341;2094.15005
4342;2059.6
4343;1939.40005
4344;1702.24995
4345;1584.95005
4346;1515.95
4347;1457.10005
4348;1460.95
4349;1528.1
4350;1633.75
4351;1921.79995
4352;2261.65005
4353;2490.14995
4354;2579.45
4355;2652.44995
4356;2652
4357;2669.44995
4358;2750.14995
4359;2793.35
4360;2771.7
4361;2738.15
4362;2626.34995
4363;2525.15
4364;2424.39995
4365;2394.04995
4366;2284.69995
4367;2130.15
4368;1959.20005
4369;1800.85
4370;1742.9
4371;1683.9
4372;1659.05
4373;1684.60005
4374;1765.65
4375;2041.45005
4376;2353.2
4377;2531.3
4378;2628.20005
4379;2701.15
4380;2700.84995
4381;2700.45
4382;2790.7
4383;2828.15
4384;2820.55005
4385;2784.25
4386;2711.05
4387;2635.8
4388;2529.09995
4389;2509.4
4390;2366.45
4391;2197.64995
4392;1968.84995
4393;1859.8
4394;1764.89995
4395;1713.6
4396;1702.29995
4397;1724.65
4398;1803.30005
4399;2076.79995
4400;2398.15005
4401;2597.80005
4402;2703.4
4403;2774.75
4404;2755.6
4405;2744
4406;2843.7
4407;2895.6
4408;2899.7001
4409;2862.34995
4410;2731.05
4411;2586.1
4412;2444.40005
4413;2372.2
4414;2249.3
4415;2108.40005
4416;1917.95
4417;1801.04995
4418;1714.09995
4419;1668.75
4420;1641
4421;1665.9
4422;1735.40005
4423;2020.7
4424;2326.49995
4425;2527.5
4426;2601.3
4427;2672.7
4428;2648.24995
4429;2637.6
4430;2732.3
4431;2743.95005
4432;2748.2
4433;2714.6
4434;2633.15
4435;2556.50005
4436;2482.05005
4437;2431.90005
4438;2323.30005
4439;2168.60005
4440;1981.15
4441;1855.05
4442;1768.95
4443;1703.6
4444;1680.85
4445;1721.4
4446;1809.75
4447;2069.9
4448;2357.25
4449;2553.9
4450;2633.60005
4451;2700.20005
4452;2672
4453;2643.04995
4454;2704.15
4455;2763
4456;2740.2
4457;2719.2
4458;2645.6
4459;2585.29995
4460;2484.45005
4461;2448.05005
4462;2337.8
4463;2179.34995
4464;1995.00005
4465;1853.39995
4466;1740.79995
4467;1679.14995
4468;1649.15
4469;1636.15005
4470;1599.15
4471;1742.1
4472;1906.40005
4473;2063.25
4474;2138.00005
4475;2162.35005
4476;2168.2
4477;2148.6
4478;2091.85
4479;2084.3
4480;2102.54995
4481;2133.74995
4482;2130.15
4483;2151.05
4484;2086.54995
4485;2048.25
4486;1984.5001
4487;1848.95005
4488;1715.55
4489;1603.9
4490;1506.7
4491;1468.79995
4492;1443.3
4493;1414.05
4494;1346.05
4495;1400.6
4496;1501.95
4497;1622.3
4498;1722.95
4499;1795.55
4500;1773.5
4501;1834.09995
4502;1834.3
4503;1829.85
4504;1793.35005
4505;1849.2
4506;1910.99995
4507;1914.40005
4508;1891.7
4509;1928.60005
4510;1910.25
4511;1810.80005
4512;1668.8
4513;1557.45
4514;1491.2
4515;1442.15
4516;1455.89995
4517;1519.35005
4518;1637.1
4519;1926.25
4520;2291.7
4521;2528.75
4522;2603.25
4523;2650.39995
4524;2621.04995
4525;2666.29995
4526;2750.8
4527;2793.89995
4528;2760.5
4529;2742.44995
4530;2672.6
4531;2596.35005
4532;2517.0499
4533;2492.3
4534;2380.1
4535;2218.54995
4536;2001.54995
4537;1858.05
4538;1764.34995
4539;1726.24995
4540;1694.1
4541;1747.19995
4542;1855.35005
4543;2120.80005
4544;2436.95
4545;2599.39995
4546;2672
4547;2693.05
4548;2680.9
4549;2716.14995
4550;2720.7
4551;2804.44995
4552;2831.25
4553;2722.59995
4554;2610.75005
4555;2501.35
4556;2393.5
4557;2360.64995
4558;2238.4
4559;2067.95
4560;1906.15
4561;1787.05
4562;1704.40005
4563;1673.79995
4564;1640.4
4565;1676.55
4566;1772.8
4567;2071.3
4568;2370.3
4569;2552.34995
4570;2625.9
4571;2672.54995
4572;2641.25
4573;2596.04995
4574;2634.85005
4575;2618.3
4576;2607.55
4577;2532.8
4578;2411.3
4579;2361.65
4580;2268.6
4581;2199.00005
4582;2092.59995
4583;1952.64995
4584;1786.30005
4585;1651.95
4586;1572.6501
4587;1563.19995
4588;1539.30005
4589;1582.99995
4590;1655.15
4591;1935.35
4592;2208.4
4593;2372.70005
4594;2417.29995
4595;2472.2
4596;2422.95
4597;2380.8
4598;2455.5
4599;2455.14995
4600;2460.85
4601;2416.59995
4602;2348.95
4603;2291.29995
4604;2229.45
4605;2200.24995
4606;2086.2
4607;1944.1
4608;1794.60005
4609;1659.5
4610;1592.65
4611;1547.59995
4612;1537.40005
4613;1591.9
4614;1673.05
4615;1960.15
4616;2228.05
4617;2374.55005
4618;2450.29995
4619;2488.95
4620;2440.64995
4621;2407.54995
4622;2490.39995
4623;2546.95005
4624;2548.74995
4625;2500.74995
4626;2394.70005
4627;2313.54995
4628;2229.94995
4629;2180.1
4630;2067.7
4631;1937.15005
4632;1799.49995
4633;1649.14995
4634;1568.55
4635;1522.45005
4636;1496.65
4637;1482.65
4638;1467.10005
4639;1603.49995
4640;1774.25
4641;1916.05
4642;1987.25
4643;1980.6
4644;1946.25
4645;1917.8
4646;1862.6
4647;1837.8
4648;1878.9
4649;1877.75
4650;1856.6
4651;1901.79995
4652;1852.1
4653;1855.2
4654;1783.45005
4655;1664.8
4656;1527.55005
4657;1426.65
4658;1357.85005
4659;1302.50005
4660;1268.6
4661;1258.29995
4662;1191.65
4663;1254.05
4664;1360
4665;1475.95
4666;1532.79995
4667;1548.94995
4668;1587.15005
4669;1568.85
4670;1545.9
4671;1541.75005
4672;1571.05005
4673;1610.9
4674;1650.35
4675;1682.2
4676;1697.00005
4677;1759.09995
4678;1715.3
4679;1599.40005
4680;1460.94995
4681;1369.15005
4682;1317.29995
4683;1298.44995
4684;1284.15
4685;1357.4
4686;1526
4687;1819.15
4688;2106.3
4689;2272.35
4690;2297.25
4691;2303.50005
4692;2252.05
4693;2207.4
4694;2229.84995
4695;2244.09995
4696;2228.44995
4697;2208.85005
4698;2132.14995
4699;2109.35
4700;2059.35
4701;2050.1
4702;1923.89995
4703;1775.85
4704;1581.95
4705;1496.85005
4706;1424.8
4707;1405.75005
4708;1391.65
4709;1447.3
4710;1569.45
4711;1809.65
4712;2116.70005
4713;2261.9
4714;2318.55
4715;2359.95
4716;2319.25
4717;2252
4718;2284.5
4719;2296.35005
4720;2303.15005
4721;2302.25
4722;2228.55005
4723;2179.44995
4724;2128.35
4725;2093.05
4726;1971
4727;1850.4
4728;1632.65
4729;1569.19995
4730;1498.55
4731;1455.65
4732;1445.45
4733;1478.19995
4734;1573.65
4735;1856.1
4736;2140.9
4737;2298.65
4738;2343.95
4739;2382.85005
4740;2330.05
4741;2293.30005
4742;2331.75005
4743;2370.3
4744;2407.35005
4745;2394.2
4746;2312.69995
4747;2257.95005
4748;2190.7
4749;2190.74995
4750;2050.75
4751;1892.05
4752;1710.44995
4753;1601.49995
4754;1547.8
4755;1522.6
4756;1506.49995
4757;1543.3
4758;1654.60005
4759;1920.89995
4760;2212.05
4761;2359.6
4762;2425.8999
4763;2456.4
4764;2391.9
4765;2354.85
4766;2396.95005
4767;2412.35
4768;2459.35
4769;2432.9
4770;2328.85
4771;2267.05
4772;2207.1
4773;2184.30005
4774;2064.74995
4775;1896.59995
4776;1727.6
4777;1623.14995
4778;1556.49995
4779;1536.05
4780;1519.49995
4781;1565.3
4782;1663.50005
4783;1909.29995
4784;2180.45
4785;2356.24995
4786;2410.14995
4787;2440.45
4788;2374.50005
4789;2333.90005
4790;2422.09995
4791;2450.6
4792;2443.75005
4793;2417.09995
4794;2330.15
4795;2286.8
4796;2199.35005
4797;2183.79995
4798;2038.85
4799;1914.45
4800;1767.24995
4801;1634.35005
4802;1546.79995
4803;1480.50005
4804;1457.3
4805;1472.5
4806;1462.5
4807;1593.75
4808;1766.45005
4809;1906.40005
4810;1962.24995
4811;1968.4
4812;1931.20005
4813;1885.09995
4814;1830.05
4815;1839.3
4816;1823.05005
4817;1873.60005
4818;1931.80005
4819;1941.60005
4820;1909.05
4821;1928.8
4822;1832.65
4823;1685.55005
4824;1570.99995
4825;1475.3
4826;1398.4
4827;1348.90005
4828;1335.19995
4829;1329.15
4830;1277.59995
4831;1318.80005
4832;1429.05
4833;1519.69995
4834;1601.15
4835;1657.00005
4836;1686.89995
4837;1687.8
4838;1669.75
4839;1675.85
4840;1680.85
4841;1724.84995
4842;1754.9501
4843;1794.45005
4844;1835.65005
4845;1903.55
4846;1866.85005
4847;1734.95
4848;1572.35005
4849;1466.35
4850;1400.64995
4851;1366.35005
4852;1356.15
4853;1429.05
4854;1600.4
4855;1873.84995
4856;2208.45005
4857;2401.04995
4858;2475.4
4859;2536.3
4860;2525.4
4861;2517.29995
4862;2605.7
4863;2660.64995
4864;2659.2
4865;2621.55
4866;2545.40005
4867;2496.05
4868;2444.25
4869;2453.3501
4870;2288.5
4871;2122.10005
4872;1921.75
4873;1783.39995
4874;1698.15
4875;1659.19995
4876;1642.75
4877;1675.9
4878;1759.45
4879;2014.75005
4880;2351.75005
4881;2566.14995
4882;2661.4
4883;2718.25
4884;2697.55
4885;2695.95
4886;2745.79995
4887;2784.65
4888;2798.6
4889;2754.3
4890;2700
4891;2632.05
4892;2577.15
4893;2549.50005
4894;2375.24995
4895;2207.85
4896;1996.45
4897;1857.05
4898;1760.45
4899;1705.75
4900;1684.1
4901;1731.80005
4902;1841.3
4903;2089.24995
4904;2406.49995
4905;2632.05
4906;2743.55
4907;2801.1
4908;2774.35005
4909;2760.5999
4910;2848.6
4911;2871.6
4912;2877.35
4913;2839.3
4914;2767.55
4915;2707.85
4916;2624.2
4917;2596.6
4918;2433.40005
4919;2258.7
4920;2068.94995
4921;1936.20005
4922;1844.1999
4923;1780.10005
4924;1763.45
4925;1793.3
4926;1888.55
4927;2138.8
4928;2452.7
4929;2682.9
4930;2788.45
4931;2862.8
4932;2857.75005
4933;2857.65005
4934;2922.84995
4935;2942.55005
4936;2953.35005
4937;2917.5
4938;2803.95005
4939;2736.70005
4940;2671.00005
4941;2653.05
4942;2505.60005
4943;2331.8
4944;2126.64995
4945;1973.60005
4946;1873.45
4947;1838.6
4948;1796.3
4949;1816.79995
4950;1896.75005
4951;2148.54995
4952;2465.69995
4953;2675.65
4954;2778.15
4955;2832.60005
4956;2822.35
4957;2835.30005
4958;2891.15005
4959;2910.5001
4960;2898.70005
4961;2848.09995
4962;2748.79995
4963;2659.3
4964;2539.55
4965;2496.94995
4966;2321.95005
4967;2161.1
4968;1978.05
4969;1855.3
4970;1732.80005
4971;1687.24995
4972;1650.20005
4973;1648.54995
4974;1621.80005
4975;1744.25
4976;1893.3
4977;2036.85005
4978;2071.7
4979;2109.95
4980;2071.30005
4981;2066.4
4982;2090.70005
4983;2046.9
4984;2067.29995
4985;1999.15
4986;2011.05
4987;1974.6
4988;1935.4
4989;1921.6
4990;1811.35
4991;1686.19995
4992;1586.59995
4993;1471.69995
4994;1416.34995
4995;1368.65
4996;1334.59995
4997;1315.55
4998;1294.05005
4999;1315.35005
5000;1398
5001;1471.2
5002;1560.2
5003;1590.35
5004;1645.54995
5005;1602.55
5006;1576.1
5007;1549.40005
5008;1553.10005
5009;1551.04995
5010;1599.65
5011;1649.15
5012;1677.45
5013;1741.15
5014;1674.95005
5015;1578.25
5016;1448.45
5017;1349.20005
5018;1303.30005
5019;1277.95
5020;1280.85
5021;1376.05005
5022;1517.1
5023;1793.49995
5024;2117.24995
5025;2305.5
5026;2389.3
5027;2416.14995
5028;2374.45
5029;2368.25005
5030;2461.3
5031;2479.94995
5032;2496.7
5033;2459.20005
5034;2370.7
5035;2308.70005
5036;2262.09995
5037;2257.85
5038;2100.59995
5039;1934.45
5040;1781.65
5041;1645.69995
5042;1564.24995
5043;1529.5
5044;1538.5
5045;1582.6
5046;1674.15
5047;1906.8
5048;2217.89995
5049;2394.6
5050;2473.85
5051;2501.75
5052;2514.00005
5053;2461.6
5054;2540.55
5055;2569.59995
5056;2574.3
5057;2555.54995
5058;2469.25
5059;2416.2
5060;2353.5
5061;2336.75
5062;2163.65
5063;2014.45
5064;1858.40005
5065;1745.3
5066;1639.35
5067;1599.35005
5068;1575.15
5069;1620.95
5070;1730.14995
5071;1967.4
5072;2249.19995
5073;2455.94995
5074;2536.05
5075;2589.49995
5076;2549.05
5077;2542.45
5078;2604.95
5079;2648.85005
5080;2606.39995
5081;2561.15
5082;2465.54995
5083;2416.95
5084;2335.55005
5085;2352.75
5086;2179.85005
5087;1994.84995
5088;1842.65
5089;1704.45005
5090;1626.7
5091;1574.80005
5092;1560.70005
5093;1604.1
5094;1696.45
5095;1914.79995
5096;2187.75
5097;2360.9
5098;2434.15
5099;2478.64995
5100;2465.55005
5101;2417.95
5102;2507.55
5103;2538.89995
5104;2547.05
5105;2522.10005
5106;2468.90005
5107;2420.45
5108;2350.9
5109;2345.49995
5110;2187.74995
5111;2007.65
5112;1837.8
5113;1713.64995
5114;1621.1
